site_id,year,month,day,hour,wl,time_LST,n,area_m2
SweetHall,2024,8,18,10,0.5165,2024-08-18T10:22:30Z,4,87552.1642423068
SweetHall,2024,8,18,11,0.53625,2024-08-18T11:22:30Z,4,89310.23764571443
SweetHall,2024,8,18,12,0.44975,2024-08-18T12:22:30Z,4,72732.41839786952
SweetHall,2024,8,18,13,0.27125,2024-08-18T13:22:30Z,4,43.435518752235694
SweetHall,2024,8,18,14,0.12024999999999997,2024-08-18T14:22:30Z,4,23.77275664641765
SweetHall,2024,8,18,15,-0.023750000000000042,2024-08-18T15:22:30Z,4,17.491054151740876
SweetHall,2024,8,18,16,-0.14025,2024-08-18T16:22:30Z,4,14.243326716125011
SweetHall,2024,8,18,17,-0.16375,2024-08-18T17:22:30Z,4,14.243326716125011
SweetHall,2024,8,18,18,-0.027500000000000115,2024-08-18T18:22:30Z,4,17.327468149275333
SweetHall,2024,8,18,19,0.20175,2024-08-18T19:22:30Z,4,27.328025766668745
SweetHall,2024,8,18,20,0.362,2024-08-18T20:22:30Z,4,32801.49318019602
SweetHall,2024,8,18,21,0.4915,2024-08-18T21:22:30Z,4,83685.10130552224
SweetHall,2024,8,18,22,0.60025,2024-08-18T22:22:30Z,4,91543.21568249485
SweetHall,2024,8,18,23,0.657,2024-08-18T23:22:30Z,4,91951.5171193071
SweetHall,2024,8,19,0,0.61625,2024-08-19T00:22:30Z,4,91731.3477806198
SweetHall,2024,8,19,1,0.48324999999999996,2024-08-19T01:22:30Z,4,82040.44183220337
SweetHall,2024,8,19,2,0.318,2024-08-19T02:22:30Z,4,529.6136261261606
SweetHall,2024,8,19,3,0.157,2024-08-19T03:22:30Z,4,25.37589947057996
SweetHall,2024,8,19,4,-0.010250000000000082,2024-08-19T04:22:30Z,4,18.07996376061682
SweetHall,2024,8,19,5,-0.144,2024-08-19T05:22:30Z,4,14.243326716125011
SweetHall,2024,8,19,6,-0.12574999999999997,2024-08-19T06:22:30Z,4,14.243326716125011
SweetHall,2024,8,19,7,0.06549999999999988,2024-08-19T07:22:30Z,4,21.38440101042075
SweetHall,2024,8,19,8,0.2715,2024-08-19T08:22:30Z,4,43.522552216713876
SweetHall,2024,8,19,9,0.3855,2024-08-19T09:22:30Z,4,38508.01298456053
SweetHall,2024,8,19,10,0.50425,2024-08-19T10:22:30Z,4,85929.51955030269
SweetHall,2024,8,19,11,0.58225,2024-08-19T11:22:30Z,4,91232.76977435642
SweetHall,2024,8,19,12,0.57975,2024-08-19T12:22:30Z,4,91174.82000172733
SweetHall,2024,8,19,13,0.47675,2024-08-19T13:22:30Z,4,80387.22370927274
SweetHall,2024,8,19,14,0.30974999999999997,2024-08-19T14:22:30Z,4,389.85245017016075
SweetHall,2024,8,19,15,0.15549999999999997,2024-08-19T15:22:30Z,4,25.31046506959374
SweetHall,2024,8,19,16,0.004499999999999924,2024-08-19T16:22:30Z,4,18.723402036981284
SweetHall,2024,8,19,17,-0.12625000000000006,2024-08-19T17:22:30Z,4,14.243326716125011
SweetHall,2024,8,19,18,-0.20350000000000001,2024-08-19T18:22:30Z,4,14.243326716125011
SweetHall,2024,8,19,19,-0.10999999999999997,2024-08-19T19:22:30Z,4,14.243326716125011
SweetHall,2024,8,19,20,0.14650000000000002,2024-08-19T20:22:30Z,4,24.91785866367644
SweetHall,2024,8,19,21,0.37,2024-08-19T21:22:30Z,4,35075.7622079947
SweetHall,2024,8,19,22,0.49524999999999997,2024-08-19T22:22:30Z,4,84405.8386100366
SweetHall,2024,8,19,23,0.5955,2024-08-19T23:22:30Z,4,91487.36396586399
SweetHall,2024,8,20,0,0.61475,2024-08-20T00:22:30Z,4,91713.71039642059
SweetHall,2024,8,20,1,0.51475,2024-08-20T01:22:30Z,4,87320.3578577348
SweetHall,2024,8,20,2,0.34075,2024-08-20T02:22:30Z,4,9017.102252070243
SweetHall,2024,8,20,3,0.1975,2024-08-20T03:22:30Z,4,27.1426282972078
SweetHall,2024,8,20,4,0.04675,2024-08-20T04:22:30Z,4,20.56647099809305
SweetHall,2024,8,20,5,-0.08150000000000006,2024-08-20T05:22:30Z,4,14.971829713771543
SweetHall,2024,8,20,6,-0.176,2024-08-20T06:22:30Z,4,14.243326716125011
SweetHall,2024,8,20,7,-0.1925,2024-08-20T07:22:30Z,4,14.243326716125011
SweetHall,2024,8,20,8,0.003999999999999945,2024-08-20T08:22:30Z,4,18.70159056998588
SweetHall,2024,8,20,9,0.25175,2024-08-20T09:22:30Z,4,36.64690852293819
SweetHall,2024,8,20,10,0.40175,2024-08-20T10:22:30Z,4,45577.06743551251
SweetHall,2024,8,20,11,0.5267499999999999,2024-08-20T11:22:30Z,4,88579.44968373995
SweetHall,2024,8,20,12,0.6072500000000001,2024-08-20T12:22:30Z,4,91625.52347542452
SweetHall,2024,8,20,13,0.59575,2024-08-20T13:22:30Z,4,91490.3035298972
SweetHall,2024,8,20,14,0.4725,2024-08-20T14:22:30Z,4,79306.27339812576
SweetHall,2024,8,20,15,0.2965,2024-08-20T15:22:30Z,4,165.38753121052588
SweetHall,2024,8,20,16,0.13325000000000004,2024-08-20T16:22:30Z,4,24.339854788298197
SweetHall,2024,8,20,17,-0.04300000000000005,2024-08-20T17:22:30Z,4,16.651312672417767
SweetHall,2024,8,20,18,-0.19574999999999998,2024-08-20T18:22:30Z,4,14.243326716125011
SweetHall,2024,8,20,19,-0.26475000000000004,2024-08-20T19:22:30Z,4,14.243326716125011
SweetHall,2024,8,20,20,-0.10150000000000005,2024-08-20T20:22:30Z,4,14.243326716125011
SweetHall,2024,8,20,21,0.19599999999999998,2024-08-20T21:22:30Z,4,27.07719389622158
SweetHall,2024,8,20,22,0.36375,2024-08-20T22:22:30Z,4,33691.79012066978
SweetHall,2024,8,20,23,0.4865,2024-08-20T23:22:30Z,4,82724.11823283642
SweetHall,2024,8,21,0,0.58075,2024-08-21T00:22:30Z,4,91197.99991077898
SweetHall,2024,8,21,1,0.61375,2024-08-21T01:22:30Z,4,91701.95214028779
SweetHall,2024,8,21,2,0.547,2024-08-21T02:22:30Z,4,90052.20410670346
SweetHall,2024,8,21,3,0.39025,2024-08-21T03:22:30Z,4,39559.83177092748
SweetHall,2024,8,21,4,0.21625,2024-08-21T04:22:30Z,4,27.960558309535504
SweetHall,2024,8,21,5,0.05099999999999995,2024-08-21T05:22:30Z,4,20.751868467553994
SweetHall,2024,8,21,6,-0.11475000000000006,2024-08-21T06:22:30Z,4,14.243326716125011
SweetHall,2024,8,21,7,-0.2445,2024-08-21T07:22:30Z,4,14.243326716125011
SweetHall,2024,8,21,8,-0.20575,2024-08-21T08:22:30Z,4,14.243326716125011
SweetHall,2024,8,21,9,0.07124999999999995,2024-08-21T09:22:30Z,4,21.635232880867918
SweetHall,2024,8,21,10,0.29825,2024-08-21T10:22:30Z,4,195.03384126179893
SweetHall,2024,8,21,11,0.42925,2024-08-21T11:22:30Z,4,65924.07864273277
SweetHall,2024,8,21,12,0.53575,2024-08-21T12:22:30Z,4,89271.77512139997
SweetHall,2024,8,21,13,0.5855,2024-08-21T13:22:30Z,4,91308.10447877424
SweetHall,2024,8,21,14,0.517,2024-08-21T14:22:30Z,4,87618.39463789882
SweetHall,2024,8,21,15,0.3325,2024-08-21T15:22:30Z,4,775.2544808367049
SweetHall,2024,8,21,16,0.15499999999999992,2024-08-21T16:22:30Z,4,25.28865360259833
SweetHall,2024,8,21,17,-0.01550000000000007,2024-08-21T17:22:30Z,4,17.850943357165065
SweetHall,2024,8,21,18,-0.1825,2024-08-21T18:22:30Z,4,14.243326716125011
SweetHall,2024,8,21,19,-0.309,2024-08-21T19:22:30Z,4,14.243326716125011
SweetHall,2024,8,21,20,-0.32999999999999996,2024-08-21T20:22:30Z,4,14.243326716125011
SweetHall,2024,8,21,21,-0.13200000000000003,2024-08-21T21:22:30Z,4,14.243326716125011
SweetHall,2024,8,21,22,0.14425,2024-08-21T22:22:30Z,4,24.819707062197118
SweetHall,2024,8,21,23,0.3235,2024-08-21T23:22:30Z,4,622.7877434301602
SweetHall,2024,8,22,0,0.4475,2024-08-22T00:22:30Z,4,72032.38699325976
SweetHall,2024,8,22,1,0.5315,2024-08-22T01:22:30Z,4,88944.84366472719
SweetHall,2024,8,22,2,0.53875,2024-08-22T02:22:30Z,4,89502.55026728666
SweetHall,2024,8,22,3,0.42525,2024-08-22T03:22:30Z,4,64558.799182896924
SweetHall,2024,8,22,4,0.23175,2024-08-22T04:22:30Z,4,29.684231364684347
SweetHall,2024,8,22,5,0.06249999999999994,2024-08-22T05:22:30Z,4,21.25353220844832
SweetHall,2024,8,22,6,-0.11125000000000004,2024-08-22T06:22:30Z,4,14.243326716125011
SweetHall,2024,8,22,7,-0.262,2024-08-22T07:22:30Z,4,14.243326716125011
SweetHall,2024,8,22,8,-0.3525,2024-08-22T08:22:30Z,4,14.243326716125011
SweetHall,2024,8,22,9,-0.242,2024-08-22T09:22:30Z,4,14.243326716125011
SweetHall,2024,8,22,10,0.03499999999999991,2024-08-22T10:22:30Z,4,20.053901523701015
SweetHall,2024,8,22,11,0.25375000000000003,2024-08-22T11:22:30Z,4,37.34317623876359
SweetHall,2024,8,22,12,0.40249999999999997,2024-08-22T12:22:30Z,4,46253.545118919
SweetHall,2024,8,22,13,0.5065,2024-08-22T13:22:30Z,4,86227.55633046672
SweetHall,2024,8,22,14,0.54625,2024-08-22T14:22:30Z,4,90020.00366376326
SweetHall,2024,8,22,15,0.4705,2024-08-22T15:22:30Z,4,78797.59089876249
SweetHall,2024,8,22,16,0.291,2024-08-22T16:22:30Z,4,72.2134139065263
SweetHall,2024,8,22,17,0.11649999999999992,2024-08-22T17:22:30Z,4,23.609170643952112
SweetHall,2024,8,22,18,-0.05750000000000004,2024-08-22T18:22:30Z,4,16.018780129551008
SweetHall,2024,8,22,19,-0.21325,2024-08-22T19:22:30Z,4,14.243326716125011
SweetHall,2024,8,22,20,-0.31975,2024-08-22T20:22:30Z,4,14.243326716125011
SweetHall,2024,8,22,21,-0.3085,2024-08-22T21:22:30Z,4,14.243326716125011
SweetHall,2024,8,22,22,-0.10725000000000012,2024-08-22T22:22:30Z,4,14.243326716125011
SweetHall,2024,8,22,23,0.14024999999999996,2024-08-22T23:22:30Z,4,24.64521532623387
SweetHall,2024,8,23,0,0.3125,2024-08-23T00:22:30Z,4,436.43950882216103
SweetHall,2024,8,23,1,0.4215,2024-08-23T01:22:30Z,4,63278.84968930081
SweetHall,2024,8,23,2,0.48075,2024-08-23T02:22:30Z,4,81404.5887079993
SweetHall,2024,8,23,3,0.4465,2024-08-23T03:22:30Z,4,71721.2619245443
SweetHall,2024,8,23,4,0.2925,2024-08-23T04:22:30Z,4,97.62453680761709
SweetHall,2024,8,23,5,0.11599999999999988,2024-08-23T05:22:30Z,4,23.587359176956703
SweetHall,2024,8,23,6,-0.054250000000000034,2024-08-23T06:22:30Z,4,16.16055466502114
SweetHall,2024,8,23,7,-0.222,2024-08-23T07:22:30Z,4,14.243326716125011
SweetHall,2024,8,23,8,-0.35250000000000004,2024-08-23T08:22:30Z,4,14.243326716125011
SweetHall,2024,8,23,9,-0.39575,2024-08-23T09:22:30Z,4,14.243326716125011
SweetHall,2024,8,23,10,-0.23275,2024-08-23T10:22:30Z,4,14.243326716125011
SweetHall,2024,8,23,11,0.0492499999999999,2024-08-23T11:22:30Z,4,20.675528333070073
SweetHall,2024,8,23,12,0.259,2024-08-23T12:22:30Z,4,39.17087899280522
SweetHall,2024,8,23,13,0.40275,2024-08-23T13:22:30Z,4,46479.037680054535
SweetHall,2024,8,23,14,0.49774999999999997,2024-08-23T14:22:30Z,4,84886.3301463795
SweetHall,2024,8,23,15,0.53225,2024-08-23T15:22:30Z,4,89002.53745119886
SweetHall,2024,8,23,16,0.45375,2024-08-23T16:22:30Z,4,73976.91867273132
SweetHall,2024,8,23,17,0.26875,2024-08-23T17:22:30Z,4,42.565184107453966
SweetHall,2024,8,23,18,0.0994999999999999,2024-08-23T18:22:30Z,4,22.867580766108325
SweetHall,2024,8,23,19,-0.06825000000000009,2024-08-23T19:22:30Z,4,15.549833589149786
SweetHall,2024,8,23,20,-0.2255,2024-08-23T20:22:30Z,4,14.243326716125011
SweetHall,2024,8,23,21,-0.3325,2024-08-23T21:22:30Z,4,14.243326716125011
SweetHall,2024,8,23,22,-0.31174999999999997,2024-08-23T22:22:30Z,4,14.243326716125011
SweetHall,2024,8,23,23,-0.11350000000000005,2024-08-23T23:22:30Z,4,14.243326716125011
SweetHall,2024,8,24,0,0.0474999999999999,2024-08-24T00:00:00Z,1,20.599188198586155
