flood_probability,flood_elevation,site_id,area_m2
0.8500000000000001,0.698,GoodwinIsland,117899.28009735979
0.9,0.74,GoodwinIsland,127729.04875371791
0.95,0.8355500000000007,GoodwinIsland,136650.25375030562
1,1.121,GoodwinIsland,141193.06638779864
0,-0.0981999999999998,SweetHall,14.243326716125011
0.05,0.22831,SweetHall,28.486650893464684
0.1,0.28968,SweetHall,49.85162575356662
0.15000000000000002,0.33340000000000003,SweetHall,790.5011545773596
0.2,0.36256,SweetHall,33428.281835243106
0.25,0.39665,SweetHall,40977.019188348204
0.30000000000000004,0.4213,SweetHall,63210.585716309026
0.35000000000000003,0.4435,SweetHall,70787.88671839796
0.4,0.46362,SweetHall,77047.7231009528
0.45,0.4842,SweetHall,82282.06601940095
0.5,0.5008,SweetHall,85472.52982071787
0.55,0.5207999999999999,SweetHall,88121.74564439803
0.6000000000000001,0.5445,SweetHall,89944.86929690279
0.65,0.5654000000000001,SweetHall,90842.18830683641
0.7000000000000001,0.5909000000000001,SweetHall,91433.27598765306
0.75,0.623,SweetHall,91810.71600951627
0.8,0.6483000000000001,SweetHall,91931.78065677918
0.8500000000000001,0.68597,SweetHall,92017.23727096617
0.9,0.7409,SweetHall,92038.60125797428
0.95,0.7949,SweetHall,92052.84393371083
1,0.9605,SweetHall,92052.84393371083
0,1.096,EdenLanding,20659.599582985044
0.05,1.5257,EdenLanding,309405.88288240694
0.1,1.6154000000000002,EdenLanding,545851.7083388399
0.15000000000000002,1.684,EdenLanding,629991.2486149482
0.2,1.732,EdenLanding,697755.4808048457
0.25,1.78,EdenLanding,771276.6700614393
0.30000000000000004,1.818,EdenLanding,816887.0923087914
0.35000000000000003,1.854,EdenLanding,846677.3381538391
0.4,1.8926,EdenLanding,871820.4661173671
0.45,1.927,EdenLanding,888850.5980320852
0.5,1.964,EdenLanding,902301.0992905814
0.55,2.007,EdenLanding,919181.6346961223
0.6000000000000001,2.051,EdenLanding,927750.0559229795
0.65,2.096,EdenLanding,936161.9634603336
0.7000000000000001,2.139,EdenLanding,940140.1619539075
0.75,2.189,EdenLanding,943079.3241734616
0.8,2.2442000000000006,EdenLanding,945456.2856058907
0.8500000000000001,2.305,EdenLanding,947683.782046983
0.9,2.374,EdenLanding,949477.175780965
0.95,2.4723,EdenLanding,952231.2994542085
1,2.922,EdenLanding,966023.2693484128
0,-0.05181600000000001,Barataria,7900.310048559681
0.05,0.067056,Barataria,11101.022818662226
0.1,0.1246632,Barataria,23271.445816630498
0.15000000000000002,0.16764,Barataria,32280.249366298318
0.2,0.19812,Barataria,59798.66042334959
0.25,0.219456,Barataria,108621.36224493384
0.30000000000000004,0.24079200000000003,Barataria,154329.06848233007
0.35000000000000003,0.265176,Barataria,231232.72105115466
0.4,0.28346400000000005,Barataria,272030.26804455
0.45,0.3048,Barataria,301352.0270088613
0.5,0.32004000000000005,Barataria,315497.62479121424
0.55,0.34137600000000007,Barataria,330400.5167889949
0.6000000000000001,0.36393120000000023,Barataria,340564.80213915184
0.65,0.384048,Barataria,346607.17565915734
0.7000000000000001,0.405384,Barataria,350268.5175790433
0.75,0.423672,Barataria,352017.22471371293
0.8,0.451104,Barataria,353125.77830247954
0.8500000000000001,0.475488,Barataria,353375.5936891362
0.9,0.5154168000000005,Barataria,353508.3076114543
0.95,0.5777484000000006,Barataria,353508.3076114543
1,1.530096,Barataria,353508.3076114543
0,-0.493,SageLotPond,0
0.05,-0.051,SageLotPond,6.7294161301106215
0.1,0.024,SageLotPond,13.458832260221243
0.15000000000000002,0.08,SageLotPond,484.51846420392394
0.2,0.121,SageLotPond,2981.1483677476645
0.25,0.148,SageLotPond,5248.969467740506
0.30000000000000004,0.177,SageLotPond,8761.756986256689
0.35000000000000003,0.201,SageLotPond,10605.627929305658
0.4,0.226,SageLotPond,12240.883288729936
0.45,0.25,SageLotPond,13088.793653229252
0.5,0.274,SageLotPond,13728.092584840953
0.55,0.294,SageLotPond,14239.531208943576
0.6000000000000001,0.316,SageLotPond,14838.45304966718
0.65,0.34,SageLotPond,15444.104425312951
0.7000000000000001,0.366,SageLotPond,15807.495140170678
0.75,0.395,SageLotPond,16117.049213338643
0.8,0.427,SageLotPond,16621.757172217593
0.8500000000000001,0.463,SageLotPond,17193.75896066986
0.9,0.507,SageLotPond,17900.350403707474
0.95,0.5792000000000002,SageLotPond,19111.64998801425
1,1.123,SageLotPond,30275.774225099012
0,1.241,RushRanch,54705.53477422148
0.05,1.4619,RushRanch,62381.37323650159
0.1,1.51,RushRanch,67162.01502878778
0.15000000000000002,1.547,RushRanch,68736.71218307689
0.2,1.5758,RushRanch,72232.12722237408
0.25,1.612,RushRanch,74103.42655893788
0.30000000000000004,1.642,RushRanch,76186.60446597263
0.35000000000000003,1.673,RushRanch,78453.36421893351
0.4,1.6996,RushRanch,81708.76264674403
0.45,1.729,RushRanch,85719.75088651106
0.5,1.752,RushRanch,89081.05940108187
0.55,1.78195,RushRanch,94271.34067398123
0.6000000000000001,1.815,RushRanch,98861.33609754406
0.65,1.83685,RushRanch,102498.02015702985
0.7000000000000001,1.869,RushRanch,112193.44969669916
0.75,1.902,RushRanch,136852.1928353589
0.8,1.9352,RushRanch,254726.20470109768
0.8500000000000001,1.97465,RushRanch,585314.1873254701
0.9,2.0241,RushRanch,814061.0106567852
0.95,2.1122000000000005,RushRanch,904899.0124191847
1,2.556,RushRanch,1010901.1784815639
