year,month,day,transect,plot,species_code,area,bush,hgt,live_count,dead_count,diam_1,diam_1_flag,diam_2,diam_2_flag,diam_3,diam_3_flag,diam_4,diam_4_flag,diam_5,diam_5_flag,crown_1,crown_2,bush_health,total_biomass
2017,9,20,S3,4,IVFR,1,2,167,9,11,11.1,alive,6.9,alive,10.2,dead,5,dead,4.5,dead,77,70,"half alive, half dead",1395.541384292922
2018,10,2,G1,2,IVFR,1,1,105,6,1,7,alive,5,alive,5.4,alive,4.5,alive,4.5,dead,45,80,alive,373.2815784759173
2018,10,2,G1,2,IVFR,1,2,83,0,4,6.5,dead,4.5,dead,5,dead,6.2,dead,NA,NA,25,20,dead,373.2815784759173
2018,10,2,G1,2,IVFR,1,3,104,0,6,7.9,dead,5.5,dead,8,dead,7.5,dead,6.4,dead,40,35,dead,373.2815784759173
2018,10,2,G1,2,IVFR,1,4,116,4,6,7.5,alive,8.7,alive,3.8,dead,5.3,dead,4.1,dead,50,33,dead,373.2815784759173
2018,10,2,G1,2,IVFR,1,5,117,3,3,7,alive,6.5,alive,8,alive,6.5,dead,6.7,dead,54,42,"half alive, half dead",373.2815784759173
2018,10,2,G1,7,IVFR,1,1,117,3,6,3.9,alive,2,alive,7,dead,6.5,dead,8.7,dead,60,90,dead,9.582751594976397
2018,10,2,G1,7,IVFR,1,1,117,3,6,3.9,alive,2,alive,7,dead,6.5,dead,8.7,dead,60,90,dead,274.77991067680665
2018,10,2,G1,7,IVFR,1,2,136,0,2,10.4,dead,12.5,dead,NA,NA,NA,NA,NA,NA,70,30,dead,9.582751594976397
2018,10,2,G1,7,IVFR,1,2,136,0,2,10.4,dead,12.5,dead,NA,NA,NA,NA,NA,NA,70,30,dead,274.77991067680665
2018,10,2,G1,7,IVFR,1,3,154,1,1,8.9,alive,7.1,NA,NA,NA,NA,NA,NA,NA,43,25,"half alive, half dead",9.582751594976397
2018,10,2,G1,7,IVFR,1,3,154,1,1,8.9,alive,7.1,NA,NA,NA,NA,NA,NA,NA,43,25,"half alive, half dead",274.77991067680665
2018,10,2,G1,8,IVFR,1,1,133,2,1,8.6,alive,5.9,alive,3.5,dead,NA,NA,NA,NA,45,20,alive,181.2109683857533
2018,10,2,G1,8,IVFR,1,2,102,2,2,5,alive,7.3,alive,5.8,dead,5.1,dead,NA,NA,45,40,"half alive, half dead",181.2109683857533
2018,10,1,G1,13,IVFR,1,1,160,5,10,13.2,alive,8.1,alive,13.9,dead,9.2,dead,7.9,dead,100,80,dead,593.1737965619303
2018,10,1,G2,6,IVFR,1,1,198,2,5,5.9,alive,5.4,alive,8,dead,6.2,dead,5.9,dead,64,89,dead,222.36230686193417
2018,10,1,G2,7,IVFR,1,1,135,2,8,7,alive,5.9,alive,7.6,dead,6.3,dead,5.4,dead,70,50,dead,93.3913733602672
2018,10,1,G2,8,IVFR,1,1,121,4,7,3.6,alive,4.1,alive,6.7,dead,8.3,dead,5.4,dead,74,86,dead,156.93908550458414
2018,10,1,G2,8,IVFR,1,2,99,1,2,6.7,alive,3.8,dead,9.1,dead,NA,NA,NA,NA,120,95,dead,156.93908550458414
2018,10,1,G3,3,IVFR,1,1,188,0,27,7.9,dead,6.1,dead,3.4,dead,17.8,dead,11.1,dead,90,75,dead,5.212127730242569
2018,10,1,G3,3,IVFR,1,1,188,0,27,7.9,dead,6.1,dead,3.4,dead,17.8,dead,11.1,dead,90,75,dead,141.48286228151136
2018,10,1,G3,3,IVFR,1,2,175,0,175,5,alive,6,alive,8.9,dead,11.3,dead,4.9,dead,90,70,dead,5.212127730242569
2018,10,1,G3,3,IVFR,1,2,175,0,175,5,alive,6,alive,8.9,dead,11.3,dead,4.9,dead,90,70,dead,141.48286228151136
2018,10,1,G3,3,IVFR,1,3,153,2,12,5.2,alive,6.1,alive,12.9,dead,4.3,dead,6.4,dead,80,65,dead,5.212127730242569
2018,10,1,G3,3,IVFR,1,3,153,2,12,5.2,alive,6.1,alive,12.9,dead,4.3,dead,6.4,dead,80,65,dead,141.48286228151136
2018,10,4,R1,4,IVFR,1,1,158,3,8,1.6,alive,11.4,alive,14.6,dead,7.8,dead,10.2,dead,130,113,dead,312.19183387067335
2018,10,3,S1,3,IVFR,1,1,103,6,12,5.6,alive,2.7,alive,6.3,dead,7.8,dead,4.3,dead,56,50,dead,329.27026916032
2018,10,3,S1,3,IVFR,1,2,128,4,13,5,alive,4.8,alive,6,dead,5.2,dead,13.8,dead,75,70,dead,329.27026916032
2018,10,3,S1,3,IVFR,1,3,107,0,4,5.7,dead,4.5,dead,4.8,dead,2.3,dead,NA,NA,18,35,dead,329.27026916032
2018,10,3,S1,4,IVFR,1,1,114,4,4,5.6,alive,4.6,alive,3.7,alive,7.5,dead,6.6,dead,55,10,"half alive, half dead",1.7271369579732059
2018,10,3,S1,4,IVFR,1,1,114,4,4,5.6,alive,4.6,alive,3.7,alive,7.5,dead,6.6,dead,55,10,"half alive, half dead",114.94275100690322
2018,10,3,S2,1,IVFR,1,1,176,10,12,8.2,alive,7.9,alive,6.8,dead,8.8,dead,7.9,dead,83,70,dead,1491.1850392957474
2018,10,3,S2,1,IVFR,1,2,171,5,5,4.2,alive,3.7,alive,10.7,alive,7.3,dead,8.9,dead,120,132,"half alive, half dead",1491.1850392957474
2018,10,3,S2,2,IVFR,1,1,130,4,3,6.2,alive,6.7,alive,3.7,alive,7.2,dead,4.5,dead,85,45,alive,2116.9341848494005
2018,10,3,S2,2,IVFR,1,2,230,5,10,10,alive,7.8,alive,6.1,dead,7.6,dead,7.6,dead,110,110,dead,2116.9341848494005
2018,10,3,S2,2,IVFR,1,3,187,8,10,6.8,alive,6.2,alive,10.6,dead,7.7,dead,8.6,dead,120,110,dead,2116.9341848494005
2018,10,3,S2,3,IVFR,1,1,167,0,13,14.2,dead,8,dead,9.6,dead,10.1,dead,10.9,dead,99,76,dead,657.0604562684005
2018,10,3,S2,3,IVFR,1,2,148,13,14,5,alive,3.8,alive,7.3,dead,4.3,dead,7.1,dead,110,100,dead,657.0604562684005
2018,10,3,S2,5,IVFR,1,1,98,6,10,6.7,alive,4.5,alive,3.8,dead,9.6,dead,5.7,dead,63,52,dead,311.80289029562806
2018,10,3,S2,5,IVFR,1,2,171,2,20,6.6,alive,4.8,alive,6.3,dead,9.8,dead,7.2,dead,90,105,dead,311.80289029562806
2018,10,3,S3,1,IVFR,1,1,163,7,11,3.2,alive,5,alive,6.6,dead,11.7,dead,8.8,dead,70,66,dead,574.3740681249043
2018,10,3,S3,2,IVFR,1,1,161,5,5,2.5,alive,6.8,alive,6.1,alive,12.2,dead,6.2,dead,45,37,"half alive, half dead",682.335915901805
2018,10,3,S3,2,IVFR,1,2,129,5,5,6.2,alive,5.5,alive,14.8,alive,9.5,dead,5.6,dead,64,40,"half alive, half dead",682.335915901805
2018,10,3,S3,3,IVFR,1,1,122,5,2,5.5,alive,5.2,alive,6.6,alive,7,dead,5.4,dead,35,40,alive,757.4293249073675
2018,10,3,S3,3,IVFR,1,2,84,4,2,3.1,alive,3.8,alive,3.8,alive,2.6,dead,5.2,dead,25,30,alive,757.4293249073675
2018,10,3,S3,3,IVFR,1,3,142,8,11,6.2,alive,4.8,alive,8.3,dead,11.2,dead,9.9,dead,55,74,dead,757.4293249073675
2018,10,3,S3,4,IVFR,1,1,169,5,10,6.6,alive,4.6,alive,10.3,dead,6.9,dead,10.1,dead,67,64,dead,809.9650103636203
2018,10,3,S3,4,IVFR,1,2,169,3,19,12.4,alive,8.1,alive,11.1,dead,6.4,dead,7.1,dead,80,87,dead,809.9650103636203
