Site,Type,Date,Operator_ID
SH3,Original,06_13_2008,16
SH3,Original,09_15_2009,16
SH3,Original,11_11_2008,16
SH3,Original,02_02_2009,16
SH3,Original,05_08_2009,16
SH3,Original,08_18_2009,16
SH3,Original,12_01_2009,16
SH3,Original,01_19_2010,16
SH3,Original,04_20_2010,16
SH3,Original,07_29_2010,14
SH3,Original,10_28_2010,16
SH3,Original,01_25_2011,16
SH3,Original,04_06_2011,16
SH3,Original,07_20_2011,14
SH3,Original,08_03_2011,Nr
SH3,Original,05_08_2013,9
SH3,Original,09_08_2014,16
SH3,Original,09_21_2015,4
SH3,Original,09_19_2016,4
SH3,Original,05_09_2017,4
SH3,Original,12_05_2017,4
SH3,Original,05_08_2018,4
SH3,Original,12_09_2018,4
SH3,Original,04_27_2019,4
SH3,Shallow,07_28_1998,Nr
SH3,Shallow,10_27_1998,Nr
SH3,Shallow,01_26_1999,Nr
SH3,Shallow,07_12_1999,Nr
SH3,Shallow,10_27_1999,Nr
SH3,Shallow,02_25_2000,Nr
SH3,Shallow,06_22_2000,Nr
SH3,Shallow,07_18_2000,Nr
SH3,Shallow,10_17_2000,Nr
SH3,Shallow,01_17_2001,Nr
SH3,Shallow,05_02_2001,Nr
SH3,Shallow,07_31_2001,Nr
SH3,Shallow,01_07_2002,Nr
SH3,Shallow,03_18_2002,9
SH3,Shallow,04_18_2002,9
SH3,Shallow,05_16_2002,9
SH3,Shallow,06_03_2002,9
SH3,Shallow,07_12_2002,9
SH3,Shallow,08_12_2002,9
SH3,Shallow,09_10_2002,9
SH3,Shallow,10_10_2002,9
SH3,Shallow,11_09_2002,9
SH3,Shallow,12_13_2002,9
SH3,Shallow,01_09_2003,9
SH3,Shallow,02_20_2003,9
SH3,Shallow,03_21_2003,9
SH3,Shallow,04_24_2003,Nr
SH3,Shallow,10_02_2003,9
SH3,Shallow,02_25_2004,9
SH3,Shallow,07_21_2004,9
SH3,Shallow,02_11_2005,9
SH3,Shallow,06_13_2005,9
SH3,Shallow,11_09_2005,9
SH3,Shallow,06_19_2006,16
SH3,Shallow,11_14_2006,9
SH3,Shallow,03_17_2007,16
SH3,Shallow,06_09_2007,16
SH3,Shallow,09_12_2007,16
SH3,Shallow,11_20_2007,16
SH3,Shallow,03_10_2008,6
SH3,Shallow,06_13_2008,8
SH3,Shallow,09_15_2009,8
SH3,Shallow,11_11_2008,8
SH3,Shallow,02_02_2009,8
SH3,Shallow,05_08_2009,8
SH3,Shallow,08_18_2009,8
SH3,Shallow,12_01_2009,8
SH3,Shallow,01_19_2010,8
SH3,Shallow,04_20_2010,8
SH3,Shallow,07_29_2010,8
SH3,Shallow,10_28_2010,8
SH3,Shallow,01_25_2011,8
SH3,Shallow,04_06_2011,8
SH3,Shallow,07_20_2011,Nr
SH3,Shallow,08_03_2011,8
SH3,Shallow,05_08_2013,8
SH3,Shallow,09_08_2014,8
SH3,Shallow,09_21_2015,17
SH3,Shallow,09_19_2016,17
SH3,Shallow,05_09_2017,17
SH3,Shallow,12_05_2017,17
SH3,Shallow,05_08_2018,17
SH3,Shallow,12_09_2018,17
SH3,Shallow,04_27_2019,17
SH4,Deep,12_13_2006,Nr
SH4,Deep,12_19_2006,16
SH4,Deep,02_28_2007,16
SH4,Deep,06_08_2007,16
SH4,Deep,09_11_2007,16
SH4,Deep,11_23_2007,6
SH4,Deep,03_12_2008,16
SH4,Deep,06_10_2008,16
SH4,Deep,09_17_2008,16
SH4,Deep,11_26_2008,16
SH4,Deep,02_03_2009,16
SH4,Deep,05_04_2009,16
SH4,Deep,07_20_2009,16
SH4,Deep,12_02_2009,16
SH4,Deep,02_10_2010,Nr
SH4,Deep,03_05_2010,8
SH4,Deep,05_12_2010,14
SH4,Deep,08_11_2010,14
SH4,Deep,11_17_2010,14
SH4,Deep,02_15_2011,Nr
SH4,Deep,02_16_2011,14
SH4,Deep,05_17_2011,14
SH4,Deep,08_09_2011,14
SH4,Deep,05_07_2013,9
SH4,Deep,09_10_2014,9
SH4,Deep,09_23_2015,17
SH4,Deep,09_21_2016,17
SH4,Deep,05_11_2017,17
SH4,Deep,12_06_2017,17
SH4,Deep,05_09_2018,17
SH4,Deep,12_11_2018,17
SH4,Deep,04_28_2019,17
SH4,Shallow,12_13_2006,8
SH4,Shallow,12_19_2006,Nr
SH4,Shallow,02_28_2007,8
SH4,Shallow,06_08_2007,8
SH4,Shallow,09_11_2007,8
SH4,Shallow,11_23_2007,8
SH4,Shallow,03_12_2008,8
SH4,Shallow,06_10_2008,8
SH4,Shallow,09_17_2008,8
SH4,Shallow,11_26_2008,8
SH4,Shallow,02_03_2009,8
SH4,Shallow,05_04_2009,8
SH4,Shallow,07_20_2009,8
SH4,Shallow,12_02_2009,8
SH4,Shallow,02_10_2010,8
SH4,Shallow,03_05_2010,Nr
SH4,Shallow,05_12_2010,8
SH4,Shallow,08_11_2010,8
SH4,Shallow,11_17_2010,8
SH4,Shallow,02_15_2011,8
SH4,Shallow,02_16_2011,Nr
SH4,Shallow,05_17_2011,8
SH4,Shallow,08_09_2011,8
SH4,Shallow,05_07_2013,8
SH4,Shallow,09_10_2014,4
SH4,Shallow,09_23_2015,4
SH4,Shallow,09_21_2016,4
SH4,Shallow,05_11_2017,4
SH4,Shallow,12_06_2017,4
SH4,Shallow,05_09_2018,4
SH4,Shallow,12_11_2018,4
SH4,Shallow,04_28_2019,4
SH5,Deep,12_13_2006,16
SH5,Deep,01_23_2007,16
SH5,Deep,02_28_2007,16
SH5,Deep,06_08_2007,16
SH5,Deep,09_11_2007,16
SH5,Deep,11_23_2007,16
SH5,Deep,03_12_2008,16
SH5,Deep,06_10_2008,16
SH5,Deep,09_17_2008,16
SH5,Deep,02_03_2009,16
SH5,Deep,05_04_2009,16
SH5,Deep,07_20_2009,16
SH5,Deep,12_02_2009,16
SH5,Deep,02_10_2010,Nr
SH5,Deep,03_05_2010,8
SH5,Deep,05_12_2010,14
SH5,Deep,08_11_2010,14
SH5,Deep,11_17_2010,14
SH5,Deep,02_15_2011,Nr
SH5,Deep,02_16_2011,14
SH5,Deep,05_17_2011,14
SH5,Deep,08_09_2011,14
SH5,Deep,05_07_2013,9
SH5,Deep,09_10_2014,9
SH5,Deep,09_23_2015,17
SH5,Deep,09_21_2016,17
SH5,Deep,05_11_2017,17
SH5,Deep,12_06_2017,17
SH5,Deep,05_09_2018,17
SH5,Deep,12_11_2018,17
SH5,Deep,04_28_2019,17
SH5,Shallow,12_13_2006,8
SH5,Shallow,01_23_2007,Nr
SH5,Shallow,02_28_2007,8
SH5,Shallow,06_08_2007,8
SH5,Shallow,09_11_2007,8
SH5,Shallow,11_23_2007,8
SH5,Shallow,03_12_2008,8
SH5,Shallow,06_10_2008,8
SH5,Shallow,09_17_2008,8
SH5,Shallow,02_03_2009,8
SH5,Shallow,05_04_2009,8
SH5,Shallow,07_20_2009,8
SH5,Shallow,12_02_2009,8
SH5,Shallow,02_10_2010,8
SH5,Shallow,03_05_2010,Nr
SH5,Shallow,05_12_2010,8
SH5,Shallow,08_11_2010,8
SH5,Shallow,11_17_2010,8
SH5,Shallow,02_15_2011,8
SH5,Shallow,02_16_2011,Nr
SH5,Shallow,05_17_2011,8
SH5,Shallow,08_09_2011,8
SH5,Shallow,05_07_2013,8
SH5,Shallow,09_10_2014,4
SH5,Shallow,09_23_2015,4
SH5,Shallow,09_21_2016,4
SH5,Shallow,05_11_2017,4
SH5,Shallow,12_06_2017,4
SH5,Shallow,05_09_2018,4
SH5,Shallow,12_11_2018,4
SH5,Shallow,04_28_2019,4
