Site,Est_date,Base_date,Lat,Long,Type,SET#,Azi,Align,Elev_ftNAVD88,SET_depth_ft,Sed_depth_ft,Veg,Water,Elev_ave,Elev_max,Elev_min,SET_name,Pin_ft,Pin_mm,Pin_ft_v2,Pin_mm_v2,Accre_orig,Accre_1,Accre_2,Accre_3,Accre_4,Accre_5,Date_accre_orig,Date_accre_1,Date_accre_2,Date_accre_3,Date_accre_4,Date_accre_5,Note
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),1,70,NA,1.13,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),1,115,NA,1.14,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),1,150,NA,NR,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),1,160,NA,NR,NR,NR,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced 250 (which replaced 70) on 10/26/2010
BSC,4/9/2007,4/9/2007,25.26616,-81.16227,Original (Mud),1,205,NA,NR,NR,NR,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced 150 on 4/9/2007
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),1,250,NA,1.13,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced 70 on 7/30/2010
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),1,295,NA,1.13,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSC,4/9/2008,4/9/2008,25.26616,-81.16227,Original (Mud),2,30,NA,NR,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced 345 on 4/9/2008
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),2,165,NA,1.13,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),2,210,NA,1.15,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),2,255,NA,1.18,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),2,345,NA,1.17,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),3,5,NA,NR,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damaged, last measured 8/16/2001"
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),3,95,NA,NR,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damaged, last measured 8/16/2001"
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),3,230,NA,NR,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damaged, last measured 8/16/2001"
BSC,7/17/1998,7/28/1998,25.26616,-81.16227,Original (Mud),3,280,NA,NR,8.7,8.7,Open water,saltwater,NR,NR,NR,Foote 96-1,4,1219,4,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damaged, last measured 8/16/2001"
BSC,6/21/2011,7/19/2011,25.26616,-81.16227,Deep (Mud),1,45,2nd hole up from bottom,NR,8.7,25.4,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 7/19/2011
BSC,6/21/2011,7/19/2011,25.26616,-81.16227,Deep (Mud),1,90,2nd hole up from bottom,0.1,8.7,25.4,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 7/19/2011
BSC,6/21/2011,7/19/2011,25.26616,-81.16227,Deep (Mud),1,180,2nd hole up from bottom,NR,8.7,25.4,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 7/19/2011
BSC,6/21/2011,7/19/2011,25.26616,-81.16227,Deep (Mud),1,270,2nd hole up from bottom,0.1,8.7,25.4,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 7/19/2011
BSC,6/21/2011,7/19/2011,25.26616,-81.16227,Deep (Mud),2,50,2nd hole up from bottom,0.36,8.7,9.2,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 7/19/2011
BSC,6/21/2011,7/19/2011,25.26616,-81.16227,Deep (Mud),2,140,2nd hole up from bottom,NR,8.7,9.2,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 7/19/2011
BSC,6/21/2011,7/19/2011,25.26616,-81.16227,Deep (Mud),2,230,2nd hole up from bottom,0.36,8.7,9.2,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 7/19/2011
BSC,6/21/2011,7/19/2011,25.26616,-81.16227,Deep (Mud),2,275,2nd hole up from bottom,NR,8.7,9.2,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 7/19/2011
BSC,6/21/2011,5/17/2013,25.26616,-81.16227,Deep (Mud),3,5,1st hole up from bottom,NR,8.7,19.4,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 5/17/2013
BSC,6/21/2011,5/17/2013,25.26616,-81.16227,Deep (Mud),3,185,1st hole up from bottom,0.08,8.7,19.4,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 5/17/2013
BSC,6/21/2011,5/17/2013,25.26616,-81.16227,Deep (Mud),3,230,1st hole up from bottom,NR,8.7,19.4,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 5/17/2013
BSC,6/21/2011,5/17/2013,25.26616,-81.16227,Deep (Mud),3,320,1st hole up from bottom,0.08,8.7,19.4,Open water,saltwater,NR,NR,NR,St Pete 2005,2.5,762,2.5,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Replaced original Mud SETs. First reading 5/17/2013
