plot_id,bb_cover,cover_type,height_min,height_max,cover_notes
58,1,SCAM,70,115,NA
59,3,C4,25,75,NA
59,0,Dead,5,NA,NA
59,4,IVFR,70,170,NA
59,1,SCAM,110,165,NA
60,4,BareOrWater,NA,NA,NA
60,3,IVFR,70,175,NA
60,3,PHAU,120,240,NA
61,4,Dead,60,NA,NA
61,0,IVFR,100,100,NA
61,4,PHAU,170,290,NA
62,2,Dead,30,NA,NA
62,5,PHAU,210,340,NA
63,1,Dead,40,NA,NA
63,5,PHAU,250,320,NA
64,1,C4,50,90,NA
64,1,Dead,20,NA,NA
64,4,IVFR,70,150,NA
64,2,PHAU,135,155,NA
65,2,C4,70,90,NA
65,1,Dead,10,NA,NA
65,4,PHAU,135,250,NA
66,4,BareOrWater,NA,NA,NA
66,2,C4,50,75,NA
66,4,PHAU,110,175,NA
66,1,SCAM,90,125,NA
67,4,BareOrWater,NA,NA,NA
67,4,PHAU,80,130,NA
68,2,BareOrWater,NA,NA,NA
68,1,Dead,25,NA,NA
68,0,PHAU,210,210,NA
68,2,SCAM,85,155,NA
68,1,TYLA,150,165,NA
69,4,BareOrWater,NA,NA,NA
69,0,C4,90,90,NA
69,3,SCAM,85,140,NA
70,4,BareOrWater,NA,NA,NA
70,1,Dead,10,NA,NA
70,2,SCAM,80,130,NA
71,4,BareOrWater,NA,NA,NA
71,0,C4,65,70,NA
71,2,SCAM,80,130,NA
72,2,BareOrWater,NA,NA,NA
72,1,C4,60,70,NA
72,3,Dead,20,NA,NA
72,3,SCAM,60,120,NA
73,1,C4,30,40,NA
73,4,Dead,40,NA,NA
73,2,SCAM,40,120,NA
74,1,BareOrWater,NA,NA,NA
74,1,C4,25,60,NA
74,4,Dead,25,NA,NA
74,3,SCAM,80,110,NA
75,4,BareOrWater,NA,NA,NA
75,2,C4,60,85,NA
75,3,SCAM,50,105,NA
76,3,C4,50,60,NA
76,3,Dead,15,NA,NA
76,0,IVFR,100,100,NA
76,1,SCAM,45,80,NA
77,4,C4,60,270,NA
77,2,Dead,10,NA,NA
77,1,IVFR,65,90,NA
77,0,SCAM,65,80,NA
78,2,C4,30,70,NA
78,2,Dead,20,NA,NA
78,3,IVFR,25,130,NA
78,1,SCAM,80,125,NA
79,2,C4,70,85,dead cover is scam
79,3,Dead,30,NA,dead cover is scam
79,3,SCAM,90,150,dead cover is scam
80,4,C4,60,70,NA
80,1,Dead,10,NA,NA
80,2,IVFR,90,135,NA
80,1,PHAU,85,185,NA
80,1,SCAM,90,130,NA
81,1,BareOrWater,NA,NA,NA
81,1,Dead,20,NA,NA
81,4,PHAU,80,215,NA
82,3,C4,50,65,NA
82,2,Dead,15,NA,NA
82,2,PHAU,65,100,NA
83,2,C4,45,70,dead cover is scam
83,3,Dead,10,NA,dead cover is scam
83,3,SCAM,70,100,dead cover is scam
84,3,C4,55,70,NA
84,4,Dead,15,NA,NA
84,3,SCAM,40,105,NA
85,4,C4,50,70,NA
85,1,Dead,5,NA,NA
85,0,PHAU,45,65,NA
85,1,SCAM,60,90,NA
86,4,C4,30,60,NA
86,3,Dead,5,NA,NA
86,0,PHAU,90,90,NA
87,5,PHAU,155,250,NA
88,0,C4,60,70,NA
88,4,Dead,20,NA,NA
88,3,SCAM,40,135,NA
89,1,BareOrWater,NA,NA,NA
89,0,C4,60,60,NA
89,3,Dead,40,NA,NA
89,3,SCAM,75,140,NA
90,4,BareOrWater,NA,NA,NA
90,0,C4,30,65,NA
90,1,Dead,40,NA,NA
90,3,SCAM,70,140,NA
91,4,BareOrWater,NA,NA,NA
91,0,C4,80,100,NA
91,2,Dead,40,NA,NA
91,4,SCAM,80,140,NA
92,5,BareOrWater,NA,NA,NA
92,0,C4,50,75,NA
92,3,SCAM,25,130,NA
93,2,C4,50,60,NA
93,4,Dead,20,NA,NA
93,3,SCAM,55,110,NA
94,3,C4,50,75,NA
94,2,SCAM,40,105,NA
95,4,C4,40,65,NA
95,1,IVFR,30,45,NA
95,1,SCAM,45,80,NA
96,3,BareOrWater,NA,NA,NA
96,3,C4,65,90,NA
96,4,Dead,30,NA,NA
96,0,IVFR,145,145,NA
96,2,SCAM,85,115,NA
97,3,BareOrWater,NA,NA,NA
97,0,C4,70,80,NA
97,2,IVFR,85,100,NA
97,3,SCAM,80,140,NA
98,3,C4,45,75,NA
98,4,Dead,20,NA,NA
98,2,SCAM,50,105,NA
99,2,C4,40,60,NA
99,4,Dead,15,NA,NA
99,1,IVFR,110,110,NA
99,2,SCAM,60,100,NA
100,3,C4,50,80,NA
100,4,Dead,15,NA,NA
100,3,SCAM,40,115,NA
101,3,C4,55,80,NA
101,4,Dead,20,NA,NA
101,0,IVFR,30,90,NA
101,3,SCAM,90,125,NA
102,2,C4,50,60,NA
102,4,Dead,15,NA,NA
102,2,SCAM,80,120,NA
103,3,Dead,15,NA,NA
103,3,IVFR,90,130,NA
103,3,SCAM,70,125,NA
104,1,C4,75,95,NA
104,1,Dead,20,NA,NA
104,5,IVFR,70,170,NA
104,1,SCAM,70,140,NA
105,2,C4,40,70,NA
105,4,Dead,20,NA,NA
105,2,IVFR,65,125,NA
105,2,SCAM,60,115,NA
106,5,C4,40,70,NA
106,4,Dead,20,NA,NA
106,0,IVFR,110,110,NA
106,0,PHAU,45,65,NA
107,4,C4,40,75,NA
107,1,IVFR,80,135,NA
107,3,PHAU,130,210,NA
108,5,BareOrWater,NA,NA,NA
108,2,SCAM,55,120,NA
109,5,BareOrWater,NA,NA,NA
109,1,C4,40,80,NA
109,3,SCAM,125,135,NA
110,3,BareOrWater,NA,NA,NA
110,3,C4,40,70,NA
110,1,Dead,40,NA,NA
110,4,SCAM,60,120,NA
111,2,BareOrWater,NA,NA,NA
111,0,C4,50,85,NA
111,2,Dead,30,NA,NA
111,4,SCAM,60,135,NA
112,4,BareOrWater,NA,NA,NA
112,1,C4,70,90,NA
112,1,Dead,40,NA,NA
112,3,SCAM,60,135,NA
113,4,BareOrWater,NA,NA,NA
113,0,C4,40,80,NA
113,2,Dead,15,NA,NA
113,4,SCAM,105,140,NA
114,5,BareOrWater,NA,NA,NA
114,0,SCAM,20,45,NA
115,1,BareOrWater,NA,NA,NA
115,4,C4,40,80,NA
115,2,Dead,20,NA,NA
115,2,SCAM,60,120,NA
116,3,BareOrWater,NA,NA,NA
116,0,C4,50,70,NA
116,2,Dead,15,NA,NA
116,2,SCAM,50,140,NA
117,0,C4,65,70,NA
117,1,Dead,20,NA,NA
117,4,IVFR,65,150,NA
117,0,PHAU,190,170,NA
117,2,SCAM,80,165,NA
118,2,BareOrWater,NA,NA,NA
118,2,C4,65,120,NA
118,3,IVFR,140,180,NA
118,2,SCAM,70,140,NA
119,1,BareOrWater,NA,NA,NA
119,0,C4,65,70,NA
119,3,Dead,15,NA,NA
119,3,SCAM,60,120,NA
120,4,C4,45,65,NA
120,4,Dead,5,NA,NA
120,1,IVFR,75,75,NA
120,1,SCAM,40,80,NA
121,1,C4,50,70,NA
121,4,Dead,30,NA,NA
121,3,IVFR,104,135,NA
121,2,SCAM,30,130,NA
122,3,C4,40,60,NA
122,4,Dead,20,NA,NA
122,NA,SCAM,45,110,NA
123,1,C4,50,60,NA
123,4,Dead,20,NA,NA
123,1,SCAM,45,100,NA
124,1,C4,25,65,NA
124,4,Dead,30,NA,NA
124,3,IVFR,85,140,NA
124,2,SCAM,50,125,NA
125,4,C4,40,90,NA
125,1,Dead,10,NA,NA
125,3,IVFR,45,115,NA
125,2,SCAM,65,155,NA
126,3,BareOrWater,NA,NA,NA
126,1,C4,10,10,NA
126,0,Dead,0,NA,NA
126,4,IVFR,145,170,NA
126,4,PHAU,180,270,NA
127,1,Dead,30,NA,NA
127,5,PHAU,145,290,NA
128,1,Dead,NA,NA,NA
128,4,KOVI,70,125,NA
128,4,PHAU,145,250,NA
129,2,BareOrWater,NA,NA,NA
129,3,Dead,60,NA,NA
129,3,SCAM,70,130,NA
129,0,TYLA,NA,NA,NA
130,4,BareOrWater,NA,NA,NA
130,3,C4,60,80,NA
130,3,Dead,70,NA,NA
130,3,SCAM,60,130,NA
131,5,BareOrWater,NA,NA,NA
131,1,C4,30,60,NA
131,0,Dead,25,NA,NA
131,3,SCAM,50,100,NA
132,3,BareOrWater,NA,NA,NA
132,0,C4,45,70,NA
132,3,Dead,25,NA,NA
132,3,SCAM,90,125,NA
133,3,BareOrWater,NA,NA,NA
133,0,C4,70,70,NA
133,2,Dead,30,NA,NA
133,3,SCAM,105,135,NA
134,1,C4,40,70,NA
134,4,Dead,35,NA,NA
134,4,SCAM,65,130,NA
135,3,C4,55,70,NA
135,1,Dead,20,NA,NA
135,3,SCAM,80,100,NA
136,3,BareOrWater,NA,NA,NA
136,2,C4,50,80,NA
136,1,Dead,20,NA,NA
136,0,IVFR,100,100,NA
136,2,SCAM,80,130,NA
137,5,BareOrWater,NA,NA,NA
137,2,C4,NA,NA,NA
137,1,Dead,20,NA,NA
137,1,IVFR,120,120,NA
137,2,SCAM,40,120,NA
138,3,C4,70,95,NA
138,3,IVFR,90,170,NA
138,4,PHAU,120,215,NA
138,2,SCAM,100,130,NA
139,1,Dead,10,NA,NA
139,3,IVFR,60,190,NA
139,4,PHAU,170,280,NA
140,0,BareOrWater,NA,NA,NA
140,4,C4,40,60,NA
140,3,IVFR,90,105,NA
140,1,SCAM,40,100,NA
141,4,Dead,30,NA,NA
141,NA,SCAM,80,150,NA
142,1,BareOrWater,NA,NA,NA
142,4,C4,75,105,NA
142,4,IVFR,70,140,NA
142,2,SCAM,70,130,NA
143,5,C4,50,70,NA
143,1,Dead,10,NA,NA
143,2,SCAM,65,100,NA
144,5,C4,20,60,NA
144,1,Dead,10,NA,NA
144,1,IVFR,90,90,NA
144,1,SCAM,40,70,NA
145,5,C4,50,60,NA
145,1,Dead,10,NA,NA
146,4,C4,70,195,NA
146,2,Dead,20,NA,NA
146,2,IVFR,110,135,NA
147,2,IVFR,140,140,NA
147,4,KOVI,NA,NA,NA
147,4,PHAU,140,210,NA
148,1,Dead,10,NA,NA
148,5,PHAU,215,320,NA
149,2,C4,45,75,NA
149,4,Dead,20,NA,NA
149,NA,SCAM,70,110,NA
150,0,C4,60,60,NA
150,4,Dead,20,NA,NA
150,3,SCAM,50,80,NA
151,1,BareOrWater,NA,NA,NA
151,0,C4,30,30,NA
151,4,Dead,NA,NA,NA
151,4,SCAM,30,130,NA
152,2,C4,50,70,NA
152,4,Dead,20,NA,NA
152,4,SCAM,60,115,NA
153,3,BareOrWater,NA,NA,NA
153,2,C4,40,70,NA
153,3,Dead,20,NA,NA
153,3,SCAM,80,120,NA
154,4,BareOrWater,NA,NA,NA
154,2,C4,40,80,NA
154,1,Dead,NA,NA,NA
154,0,IVFR,160,160,NA
154,3,SCAM,40,140,NA
155,4,BareOrWater,NA,NA,NA
155,1,C4,40,80,NA
155,3,IVFR,120,160,NA
155,2,SCAM,20,130,NA
156,3,BareOrWater,NA,NA,NA
156,3,C4,70,90,NA
156,3,SCAM,30,140,NA
157,5,BareOrWater,NA,NA,NA
157,2,Dead,20,NA,NA
157,2,SCAM,50,130,NA
158,0,C4,50,60,NA
158,0,Dead,0,NA,NA
158,3,IVFR,70,175,NA
158,3,KOVI,NA,NA,NA
158,4,PHAU,170,270,NA
159,4,BareOrWater,NA,NA,NA
159,4,IVFR,160,210,NA
159,0,PHAU,180,180,NA
160,2,C4,40,60,NA
160,1,Dead,10,NA,NA
160,4,IVFR,100,160,NA
161,5,C4,15,60,NA
161,1,Dead,5,NA,NA
161,2,IVFR,60,90,NA
161,0,SCAM,50,80,NA
162,4,C4,70,100,NA
162,1,Dead,5,NA,NA
162,4,IVFR,80,190,NA
163,NA,C4,20,70,NA
163,1,Dead,10,NA,NA
164,1,BareOrWater,NA,NA,NA
164,4,C4,30,100,NA
164,2,Dead,NA,NA,NA
164,4,IVFR,150,170,NA
165,4,C4,50,85,NA
165,1,Dead,15,NA,NA
165,3,IVFR,80,110,NA
165,0,SCAM,NA,NA,NA
166,4,C4,NA,NA,NA
166,2,Dead,10,NA,NA
166,2,IVFR,125,130,NA
166,NA,SCAM,50,70,NA
166,2,SPAL,80,100,NA
167,2,Dead,30,NA,NA
167,5,PHAU,140,250,NA
168,4,C4,50,60,NA
168,3,Dead,15,NA,NA
168,2,SCAM,30,130,NA
168,0,TYLA,100,100,NA
169,0,BareOrWater,NA,NA,NA
169,3,C4,40,60,NA
169,3,Dead,15,NA,NA
169,2,SCAM,45,80,NA
170,1,BareOrWater,NA,NA,NA
170,0,C4,20,50,NA
170,4,Dead,15,NA,NA
170,2,SCAM,40,100,NA
171,1,BareOrWater,NA,NA,NA
171,2,C4,65,180,NA
171,2,Dead,30,NA,NA
171,3,SCAM,95,125,NA
172,4,C4,60,100,NA
172,2,Dead,60,NA,NA
172,2,SCAM,40,130,NA
173,1,BareOrWater,NA,NA,NA
173,3,C4,50,70,NA
173,2,SCAM,60,100,NA
174,3,C4,70,100,NA
174,3,IVFR,120,175,NA
174,0,SCAM,70,70,NA
175,2,BareOrWater,NA,NA,NA
175,4,IVFR,110,190,NA
175,2,PHAU,195,210,NA
176,3,C4,40,70,NA
176,2,Dead,40,NA,NA
176,2,KOVI,NA,NA,NA
176,3,SCAM,100,190,NA
177,1,BareOrWater,NA,NA,NA
177,3,C4,50,85,NA
177,1,Dead,10,NA,NA
177,3,IVFR,120,140,NA
177,2,PHAU,150,215,NA
178,4,BareOrWater,NA,NA,NA
178,0,C4,95,115,NA
178,1,Dead,30,NA,NA
178,3,IVFR,110,175,NA
178,2,PHAU,160,235,NA
179,2,BareOrWater,NA,NA,NA
179,1,Dead,5,NA,NA
179,5,IVFR,190,240,NA
179,0,KOVI,50,130,NA
179,2,PHAU,200,300,NA
179,0,SCAM,130,160,NA
180,2,BareOrWater,NA,NA,NA
180,3,C4,50,100,NA
180,1,Dead,5,NA,NA
180,4,IVFR,70,185,NA
181,4,BareOrWater,NA,NA,NA
181,4,C4,NA,NA,NA
181,2,Dead,20,155,NA
181,2,IVFR,40,180,NA
181,0,KOVI,50,50,NA
182,5,C4,40,65,NA
182,4,Dead,20,NA,NA
182,2,IVFR,85,105,NA
182,0,SCAM,40,90,NA
183,4,C4,60,100,NA
183,2,Dead,10,NA,NA
183,4,IVFR,140,160,NA
183,3,SCAM,60,130,NA
184,1,BareOrWater,NA,NA,NA
184,2,Dead,20,NA,NA
184,3,KOVI,30,150,NA
184,4,PHAU,70,210,NA
185,3,BareOrWater,NA,NA,NA
185,0,Dead,5,NA,NA
185,3,IVFR,80,175,NA
185,0,KOVI,150,150,NA
185,3,PHAU,185,255,NA
185,2,SCAM,110,130,NA
186,3,C4,60,70,NA
186,4,Dead,15,NA,NA
186,2,SCAM,60,90,NA
187,3,C4,60,80,NA
187,4,Dead,20,NA,NA
187,2,SCAM,70,90,NA
188,1,BareOrWater,NA,NA,NA
188,0,C4,55,70,NA
188,4,Dead,25,NA,NA
188,3,SCAM,65,100,NA
189,2,C4,40,60,NA
189,3,Dead,30,NA,NA
189,3,SCAM,90,110,NA
190,0,BareOrWater,NA,NA,NA
190,2,C4,55,60,NA
190,3,Dead,15,NA,NA
190,3,SCAM,80,105,NA
191,4,C4,60,80,NA
191,2,Dead,20,NA,NA
191,2,IVFR,60,120,NA
192,1,C4,30,90,NA
192,4,IVFR,100,180,NA
192,2,PHAU,190,220,NA
193,4,KOVI,NA,NA,NA
193,5,PHAU,190,290,NA
194,2,BareOrWater,NA,NA,NA
194,0,C4,80,100,NA
194,0,Dead,5,190,NA
194,4,IVFR,155,190,NA
194,2,KOVI,20,170,NA
194,0,PHAU,250,280,NA
195,1,Dead,10,NA,NA
195,4,PHAU,195,280,NA
195,0,SPCY,130,130,NA
196,4,BareOrWater,NA,NA,NA
196,0,C4,35,50,NA
196,1,Dead,15,NA,NA
196,2,IVFR,80,150,NA
196,4,KOVI,30,150,NA
196,2,PHAU,90,225,NA
196,1,SCAM,110,155,NA
197,4,C4,70,90,NA
197,3,Dead,10,NA,NA
197,3,IVFR,110,130,NA
197,0,Unknown,90,125,NA
198,4,C4,30,100,NA
198,3,Dead,10,NA,NA
198,2,IVFR,110,130,NA
198,3,KOVI,50,150,NA
198,2,SCAM,70,130,NA
199,3,BareOrWater,NA,NA,NA
199,1,C4,20,80,NA
199,1,Dead,5,NA,NA
199,4,IVFR,100,195,NA
199,2,KOVI,30,120,NA
199,2,SCAM,90,140,NA
200,2,BareOrWater,NA,NA,NA
200,1,Dead,15,NA,NA
200,1,IVFR,125,140,NA
200,3,KOVI,50,210,NA
200,5,PHAU,125,265,NA
201,3,BareOrWater,NA,NA,NA
201,3,Dead,40,NA,NA
201,0,AMAR,140,140,NA
201,2,Hibiscus,155,180,NA
201,3,PHAU,180,280,NA
202,4,BareOrWater,NA,NA,river; edge
202,2,Dead,10,NA,river; edge
202,4,PHAU,105,210,river; edge
202,1,SPCY,105,190,river; edge
203,0,BareOrWater,NA,NA,NA
203,NA,C4,35,85,NA
203,4,Dead,20,NA,NA
203,0,IVFR,150,NA,NA
203,3,SCAM,50,180,NA
204,1,BareOrWater,NA,NA,NA
204,2,C4,5,70,NA
204,3,Dead,25,NA,NA
204,3,SCAM,80,120,NA
205,1,BareOrWater,NA,NA,NA
205,3,C4,20,65,NA
205,2,Dead,10,NA,NA
205,2,SCAM,35,105,NA
206,1,BareOrWater,NA,NA,NA
206,3,C4,50,60,NA
206,2,Dead,10,NA,NA
206,2,SCAM,55,115,NA
207,3,C4,25,105,NA
207,2,Dead,10,NA,NA
207,2,SCAM,30,115,NA
208,3,C4,40,60,NA
208,2,Dead,15,NA,NA
208,2,SCAM,40,105,NA
208,0,SOSE,65,65,NA
209,4,C4,50,70,NA
209,2,IVFR,85,115,NA
210,2,BareOrWater,NA,NA,NA
210,1,C4,55,60,NA
210,4,IVFR,150,175,NA
210,0,KOVI,20,20,NA
210,1,SCAM,65,120,NA
211,2,Dead,10,NA,NA
211,5,PHAU,135,280,NA
211,0,Unknown,90,90,NA
212,5,BareOrWater,NA,NA,creek is the whole plot
213,4,C4,70,85,C4 is flat
213,1,Dead,15,NA,C4 is flat
213,3,IVFR,60,145,C4 is flat
213,0,PHAU,120,120,C4 is flat
213,0,SOSE,85,85,C4 is flat
214,4,C4,60,110,C4 is flat
214,1,Dead,10,NA,C4 is flat
214,3,IVFR,140,165,C4 is flat
215,NA,C4,55,100,C4 is flat
215,1,Dead,20,NA,C4 is flat
215,5,IVFR,165,170,C4 is flat
215,1,SCAM,75,105,C4 is flat
216,1,BareOrWater,NA,NA,NA
216,0,Dead,25,NA,NA
216,4,KOVI,20,170,NA
216,3,PHAU,125,175,NA
217,3,BareOrWater,NA,NA,NA
217,1,Dead,15,210,NA
217,3,KOVI,60,60,NA
217,4,PHAU,105,220,NA
218,1,BareOrWater,NA,NA,near river
218,1,Dead,5,200,near river
218,5,PHAU,145,255,near river
219,4,C4,40,80,NA
219,2,Dead,15,NA,NA
219,0,PHAU,190,190,NA
219,3,SCAM,75,120,NA
220,3,C4,20,65,NA
220,3,Dead,20,NA,NA
220,2,SCAM,40,105,NA
221,2,C4,45,60,NA
221,4,Dead,20,NA,NA
221,2,SCAM,70,105,NA
222,3,C4,20,60,NA
222,3,Dead,15,NA,NA
222,2,SCAM,35,100,NA
223,2,C4,15,75,NA
223,4,Dead,20,NA,NA
223,3,SCAM,30,120,NA
224,4,C4,30,80,NA
224,2,IVFR,90,105,NA
224,0,SOSE,80,80,NA
225,2,BareOrWater,NA,NA,NA
225,2,Dead,15,200,NA
225,0,IVFR,160,160,NA
225,0,KOVI,100,100,NA
225,5,PHAU,90,225,NA
226,2,BareOrWater,NA,NA,NA
226,1,Dead,290,NA,NA
226,3,IVFR,80,205,NA
226,2,KOVI,50,140,NA
226,2,PHAU,130,210,NA
226,1,SPCY,70,210,NA
227,0,BareOrWater,NA,NA,NA
227,3,C4,50,90,NA
227,2,Dead,15,230,NA
227,3,IVFR,105,165,NA
227,2,PHAU,165,190,NA
228,0,C4,30,80,NA
228,2,Dead,15,210,NA
228,4,KOVI,70,160,NA
228,3,PHAU,95,210,NA
229,1,BareOrWater,NA,NA,NA
229,1,Dead,10,NA,NA
229,3,IVFR,80,160,NA
229,1,KOVI,95,105,NA
229,2,PHAU,120,170,NA
230,1,BareOrWater,NA,NA,NA
230,5,PHAU,115,255,NA
230,2,SPCY,15,255,NA
231,2,BareOrWater,NA,NA,water
231,2,Dead,20,240,water
231,3,PHAU,170,290,water
231,0,SCAM,100,140,water
231,4,TYLA,150,210,water
232,4,BareOrWater,NA,NA,pond
232,1,C4,70,100,pond
232,1,Dead,65,120,pond
232,3,IVFR,140,190,pond
232,2,PHAU,215,225,pond
232,1,SCAM,150,150,pond
232,1,TYLA,115,150,pond
233,1,C4,30,100,pond
233,3,IVFR,150,170,pond
233,1,PHAU,90,140,pond
233,2,SCAM,115,160,pond
233,3,SPCY,NA,NA,pond
234,2,BareOrWater,NA,NA,NA
234,1,Dead,15,NA,NA
234,3,IVFR,160,185,NA
234,1,PHAU,140,150,NA
234,0,SCAM,100,100,NA
234,2,SPCY,80,195,NA
235,4,C4,40,100,NA
235,1,Dead,45,NA,NA
235,4,IVFR,130,165,NA
235,0,SCAM,140.16,NA,NA
236,3,BareOrWater,NA,NA,NA
236,1,Dead,5,190,NA
236,1,IVFR,140,190,NA
236,2,KOVI,20,140,NA
236,4,PHAU,100,175,NA
237,2,BareOrWater,NA,NA,NA
237,1,Dead,10,315,NA
237,3,KOVI,150,185,NA
237,4,PHAU,80,240,NA
238,3,BareOrWater,NA,NA,NA
238,2,Dead,10,215,NA
238,3,IVFR,170,200,NA
238,0,KOVI,5,5,NA
238,5,PHAU,140,255,NA
239,4,C4,40,85,NA
239,3,Dead,5,NA,NA
239,3,IVFR,140,165,NA
239,0,SOSE,90,90,NA
