refuge,site,SET,azi,pin,pin_length_mm,date,pinvalue_mm,navd88_arm_mm,navd88_pinvalue_mm,date_numeric
McFaddin,Willow-Barnet,SET 2,348,7,915,2014-06-04,437,626.9,148.9,0.00
McFaddin,Willow-Barnet,SET 2,348,7,915,2014-11-18,447,626.9,158.9,0.46
McFaddin,Willow-Barnet,SET 2,348,7,915,2015-04-21,450,626.9,161.9,0.88
McFaddin,Willow-Barnet,SET 2,348,7,915,2015-08-27,437,626.9,148.9,1.23
McFaddin,Willow-Barnet,SET 2,348,7,915,2016-03-28,446,626.9,157.9,1.82
McFaddin,Willow-Barnet,SET 2,348,7,915,2016-10-04,445,626.9,156.9,2.34
McFaddin,Willow-Barnet,SET 2,348,7,915,2017-07-26,443,626.9,154.9,3.14
McFaddin,Willow-Barnet,SET 2,348,7,915,2017-11-06,462,626.9,173.9,3.43
McFaddin,Willow-Barnet,SET 2,348,7,915,2018-04-25,453,626.9,164.9,3.89
McFaddin,Willow-Barnet,SET 2,348,7,915,2018-11-21,455,626.9,166.9,4.47
McFaddin,Willow-Barnet,SET 2,348,7,915,2019-04-15,471,626.9,182.9,4.86
McFaddin,Willow-Barnet,SET 2,348,7,915,2019-11-21,567,626.9,278.9,5.46
McFaddin,Willow-Barnet,SET 2,75,8,916,2014-06-04,450,626.9,160.9,0.00
McFaddin,Willow-Barnet,SET 2,75,8,916,2014-11-18,467,626.9,177.9,0.46
McFaddin,Willow-Barnet,SET 2,75,8,916,2015-04-21,459,626.9,169.9,0.88
McFaddin,Willow-Barnet,SET 2,75,8,916,2015-08-27,471,626.9,181.9,1.23
McFaddin,Willow-Barnet,SET 2,75,8,916,2016-03-28,454,626.9,164.9,1.82
McFaddin,Willow-Barnet,SET 2,75,8,916,2016-10-04,469,626.9,179.9,2.34
McFaddin,Willow-Barnet,SET 2,75,8,916,2017-07-26,465,626.9,175.9,3.14
McFaddin,Willow-Barnet,SET 2,75,8,916,2017-11-06,464,626.9,174.9,3.43
McFaddin,Willow-Barnet,SET 2,75,8,916,2018-04-25,470,626.9,180.9,3.89
McFaddin,Willow-Barnet,SET 2,75,8,916,2018-11-21,462,626.9,172.9,4.47
McFaddin,Willow-Barnet,SET 2,75,8,916,2019-04-15,468,626.9,178.9,4.86
McFaddin,Willow-Barnet,SET 2,75,8,916,2019-11-21,427,626.9,137.9,5.46
McFaddin,Willow-Barnet,SET 2,163,8,916,2014-06-04,NA,626.9,NA,0.00
McFaddin,Willow-Barnet,SET 2,163,8,916,2014-11-18,409,626.9,119.9,0.46
McFaddin,Willow-Barnet,SET 2,163,8,916,2015-04-21,431,626.9,141.9,0.88
McFaddin,Willow-Barnet,SET 2,163,8,916,2015-08-27,466,626.9,176.9,1.23
McFaddin,Willow-Barnet,SET 2,163,8,916,2016-03-28,442,626.9,152.9,1.82
McFaddin,Willow-Barnet,SET 2,163,8,916,2016-10-04,450,626.9,160.9,2.34
McFaddin,Willow-Barnet,SET 2,163,8,916,2017-07-26,405,626.9,115.9,3.14
McFaddin,Willow-Barnet,SET 2,163,8,916,2017-11-06,411,626.9,121.9,3.43
McFaddin,Willow-Barnet,SET 2,163,8,916,2018-04-25,404,626.9,114.9,3.89
McFaddin,Willow-Barnet,SET 2,163,8,916,2018-11-21,407,626.9,117.9,4.47
McFaddin,Willow-Barnet,SET 2,163,8,916,2019-04-15,411,626.9,121.9,4.86
McFaddin,Willow-Barnet,SET 2,163,8,916,2019-11-21,403,626.9,113.9,5.46
McFaddin,Willow-Barnet,SET 2,258,8,915,2014-06-04,436,626.9,147.9,0.00
McFaddin,Willow-Barnet,SET 2,258,8,915,2014-11-18,438,626.9,149.9,0.46
McFaddin,Willow-Barnet,SET 2,258,8,915,2015-04-21,447,626.9,158.9,0.88
McFaddin,Willow-Barnet,SET 2,258,8,915,2015-08-27,434,626.9,145.9,1.23
McFaddin,Willow-Barnet,SET 2,258,8,915,2016-03-28,437,626.9,148.9,1.82
McFaddin,Willow-Barnet,SET 2,258,8,915,2016-10-04,434,626.9,145.9,2.34
McFaddin,Willow-Barnet,SET 2,258,8,915,2017-07-26,445,626.9,156.9,3.14
McFaddin,Willow-Barnet,SET 2,258,8,915,2017-11-06,445,626.9,156.9,3.43
McFaddin,Willow-Barnet,SET 2,258,8,915,2018-04-25,460,626.9,171.9,3.89
McFaddin,Willow-Barnet,SET 2,258,8,915,2018-11-21,457,626.9,168.9,4.47
McFaddin,Willow-Barnet,SET 2,258,8,915,2019-04-15,452,626.9,163.9,4.86
McFaddin,Willow-Barnet,SET 2,258,8,915,2019-11-21,451,626.9,162.9,5.46
McFaddin,Willow-Barnet,SET 2,348,8,915,2014-06-04,436,626.9,147.9,0.00
McFaddin,Willow-Barnet,SET 2,348,8,915,2014-11-18,445,626.9,156.9,0.46
McFaddin,Willow-Barnet,SET 2,348,8,915,2015-04-21,446,626.9,157.9,0.88
McFaddin,Willow-Barnet,SET 2,348,8,915,2015-08-27,434,626.9,145.9,1.23
McFaddin,Willow-Barnet,SET 2,348,8,915,2016-03-28,443,626.9,154.9,1.82
McFaddin,Willow-Barnet,SET 2,348,8,915,2016-10-04,443,626.9,154.9,2.34
McFaddin,Willow-Barnet,SET 2,348,8,915,2017-07-26,447,626.9,158.9,3.14
McFaddin,Willow-Barnet,SET 2,348,8,915,2017-11-06,457,626.9,168.9,3.43
McFaddin,Willow-Barnet,SET 2,348,8,915,2018-04-25,457,626.9,168.9,3.89
McFaddin,Willow-Barnet,SET 2,348,8,915,2018-11-21,457,626.9,168.9,4.47
McFaddin,Willow-Barnet,SET 2,348,8,915,2019-04-15,473,626.9,184.9,4.86
McFaddin,Willow-Barnet,SET 2,348,8,915,2019-11-21,567,626.9,278.9,5.46
McFaddin,Willow-Barnet,SET 2,75,9,916,2014-06-04,451,626.9,161.9,0.00
McFaddin,Willow-Barnet,SET 2,75,9,916,2014-11-18,458,626.9,168.9,0.46
McFaddin,Willow-Barnet,SET 2,75,9,916,2015-04-21,458,626.9,168.9,0.88
McFaddin,Willow-Barnet,SET 2,75,9,916,2015-08-27,464,626.9,174.9,1.23
McFaddin,Willow-Barnet,SET 2,75,9,916,2016-03-28,462,626.9,172.9,1.82
McFaddin,Willow-Barnet,SET 2,75,9,916,2016-10-04,459,626.9,169.9,2.34
McFaddin,Willow-Barnet,SET 2,75,9,916,2017-07-26,482,626.9,192.9,3.14
McFaddin,Willow-Barnet,SET 2,75,9,916,2017-11-06,467,626.9,177.9,3.43
McFaddin,Willow-Barnet,SET 2,75,9,916,2018-04-25,480,626.9,190.9,3.89
McFaddin,Willow-Barnet,SET 2,75,9,916,2018-11-21,443,626.9,153.9,4.47
McFaddin,Willow-Barnet,SET 2,75,9,916,2019-04-15,472,626.9,182.9,4.86
McFaddin,Willow-Barnet,SET 2,75,9,916,2019-11-21,472,626.9,182.9,5.46
McFaddin,Willow-Barnet,SET 2,163,9,916,2014-06-04,NA,626.9,NA,0.00
McFaddin,Willow-Barnet,SET 2,163,9,916,2014-11-18,412,626.9,122.9,0.46
McFaddin,Willow-Barnet,SET 2,163,9,916,2015-04-21,406,626.9,116.9,0.88
McFaddin,Willow-Barnet,SET 2,163,9,916,2015-08-27,462,626.9,172.9,1.23
McFaddin,Willow-Barnet,SET 2,163,9,916,2016-03-28,447,626.9,157.9,1.82
McFaddin,Willow-Barnet,SET 2,163,9,916,2016-10-04,451,626.9,161.9,2.34
McFaddin,Willow-Barnet,SET 2,163,9,916,2017-07-26,401,626.9,111.9,3.14
McFaddin,Willow-Barnet,SET 2,163,9,916,2017-11-06,401,626.9,111.9,3.43
McFaddin,Willow-Barnet,SET 2,163,9,916,2018-04-25,403,626.9,113.9,3.89
McFaddin,Willow-Barnet,SET 2,163,9,916,2018-11-21,402,626.9,112.9,4.47
McFaddin,Willow-Barnet,SET 2,163,9,916,2019-04-15,414,626.9,124.9,4.86
McFaddin,Willow-Barnet,SET 2,163,9,916,2019-11-21,405,626.9,115.9,5.46
McFaddin,Willow-Barnet,SET 2,258,9,915,2014-06-04,431,626.9,142.9,0.00
McFaddin,Willow-Barnet,SET 2,258,9,915,2014-11-18,432,626.9,143.9,0.46
McFaddin,Willow-Barnet,SET 2,258,9,915,2015-04-21,451,626.9,162.9,0.88
McFaddin,Willow-Barnet,SET 2,258,9,915,2015-08-27,433,626.9,144.9,1.23
McFaddin,Willow-Barnet,SET 2,258,9,915,2016-03-28,437,626.9,148.9,1.82
McFaddin,Willow-Barnet,SET 2,258,9,915,2016-10-04,432,626.9,143.9,2.34
McFaddin,Willow-Barnet,SET 2,258,9,915,2017-07-26,447,626.9,158.9,3.14
McFaddin,Willow-Barnet,SET 2,258,9,915,2017-11-06,448,626.9,159.9,3.43
McFaddin,Willow-Barnet,SET 2,258,9,915,2018-04-25,460,626.9,171.9,3.89
McFaddin,Willow-Barnet,SET 2,258,9,915,2018-11-21,465,626.9,176.9,4.47
McFaddin,Willow-Barnet,SET 2,258,9,915,2019-04-15,448,626.9,159.9,4.86
McFaddin,Willow-Barnet,SET 2,258,9,915,2019-11-21,447,626.9,158.9,5.46
McFaddin,Willow-Barnet,SET 2,348,9,915,2014-06-04,438,626.9,149.9,0.00
McFaddin,Willow-Barnet,SET 2,348,9,915,2014-11-18,452,626.9,163.9,0.46
McFaddin,Willow-Barnet,SET 2,348,9,915,2015-04-21,459,626.9,170.9,0.88
McFaddin,Willow-Barnet,SET 2,348,9,915,2015-08-27,437,626.9,148.9,1.23
McFaddin,Willow-Barnet,SET 2,348,9,915,2016-03-28,454,626.9,165.9,1.82
McFaddin,Willow-Barnet,SET 2,348,9,915,2016-10-04,458,626.9,169.9,2.34
McFaddin,Willow-Barnet,SET 2,348,9,915,2017-07-26,444,626.9,155.9,3.14
McFaddin,Willow-Barnet,SET 2,348,9,915,2017-11-06,451,626.9,162.9,3.43
McFaddin,Willow-Barnet,SET 2,348,9,915,2018-04-25,452,626.9,163.9,3.89
McFaddin,Willow-Barnet,SET 2,348,9,915,2018-11-21,451,626.9,162.9,4.47
McFaddin,Willow-Barnet,SET 2,348,9,915,2019-04-15,470,626.9,181.9,4.86
McFaddin,Willow-Barnet,SET 2,348,9,915,2019-11-21,557,626.9,268.9,5.46
McFaddin,Willow-Barnet,SET 3,4,1,913,2014-06-04,426,654.8,167.8,0.00
McFaddin,Willow-Barnet,SET 3,4,1,913,2014-11-18,431,654.8,172.8,0.46
McFaddin,Willow-Barnet,SET 3,4,1,913,2015-04-21,458,654.8,199.8,0.88
McFaddin,Willow-Barnet,SET 3,4,1,913,2015-08-27,447,654.8,188.8,1.23
McFaddin,Willow-Barnet,SET 3,4,1,913,2016-03-28,454,654.8,195.8,1.82
McFaddin,Willow-Barnet,SET 3,4,1,913,2016-10-04,436,654.8,177.8,2.34
McFaddin,Willow-Barnet,SET 3,4,1,913,2017-07-26,409,654.8,150.8,3.14
McFaddin,Willow-Barnet,SET 3,4,1,913,2017-11-06,404,654.8,145.8,3.43
McFaddin,Willow-Barnet,SET 3,4,1,913,2018-04-25,416,654.8,157.8,3.89
McFaddin,Willow-Barnet,SET 3,4,1,913,2018-11-21,433,654.8,174.8,4.47
McFaddin,Willow-Barnet,SET 3,4,1,913,2019-04-15,421,654.8,162.8,4.86
McFaddin,Willow-Barnet,SET 3,4,1,913,2019-11-21,414,654.8,155.8,5.46
McFaddin,Willow-Barnet,SET 3,96,1,916,2014-06-04,426,654.8,164.8,0.00
McFaddin,Willow-Barnet,SET 3,96,1,916,2014-11-18,421,654.8,159.8,0.46
McFaddin,Willow-Barnet,SET 3,96,1,916,2015-04-21,394,654.8,132.8,0.88
McFaddin,Willow-Barnet,SET 3,96,1,916,2015-08-27,413,654.8,151.8,1.23
McFaddin,Willow-Barnet,SET 3,96,1,916,2016-03-28,NA,654.8,NA,1.82
McFaddin,Willow-Barnet,SET 3,96,1,916,2016-10-04,428,654.8,166.8,2.34
McFaddin,Willow-Barnet,SET 3,96,1,916,2017-07-26,412,654.8,150.8,3.14
McFaddin,Willow-Barnet,SET 3,96,1,916,2017-11-06,427,654.8,165.8,3.43
McFaddin,Willow-Barnet,SET 3,96,1,916,2018-04-25,435,654.8,173.8,3.89
McFaddin,Willow-Barnet,SET 3,96,1,916,2018-11-21,417,654.8,155.8,4.47
McFaddin,Willow-Barnet,SET 3,96,1,916,2019-04-15,429,654.8,167.8,4.86
McFaddin,Willow-Barnet,SET 3,96,1,916,2019-11-21,427,654.8,165.8,5.46
McFaddin,Willow-Barnet,SET 3,180,1,916,2014-06-04,386,654.8,124.8,0.00
McFaddin,Willow-Barnet,SET 3,180,1,916,2014-11-18,389,654.8,127.8,0.46
McFaddin,Willow-Barnet,SET 3,180,1,916,2015-04-21,400,654.8,138.8,0.88
McFaddin,Willow-Barnet,SET 3,180,1,916,2015-08-27,366,654.8,104.8,1.23
McFaddin,Willow-Barnet,SET 3,180,1,916,2016-03-28,367,654.8,105.8,1.82
McFaddin,Willow-Barnet,SET 3,180,1,916,2016-10-04,425,654.8,163.8,2.34
McFaddin,Willow-Barnet,SET 3,180,1,916,2017-07-26,447,654.8,185.8,3.14
McFaddin,Willow-Barnet,SET 3,180,1,916,2017-11-06,450,654.8,188.8,3.43
McFaddin,Willow-Barnet,SET 3,180,1,916,2018-04-25,416,654.8,154.8,3.89
McFaddin,Willow-Barnet,SET 3,180,1,916,2018-11-21,387,654.8,125.8,4.47
McFaddin,Willow-Barnet,SET 3,180,1,916,2019-04-15,432,654.8,170.8,4.86
McFaddin,Willow-Barnet,SET 3,180,1,916,2019-11-21,426,654.8,164.8,5.46
McFaddin,Willow-Barnet,SET 3,267,1,913,2014-06-04,417,654.8,158.8,0.00
McFaddin,Willow-Barnet,SET 3,267,1,913,2014-11-18,422,654.8,163.8,0.46
McFaddin,Willow-Barnet,SET 3,267,1,913,2015-04-21,399,654.8,140.8,0.88
McFaddin,Willow-Barnet,SET 3,267,1,913,2015-08-27,398,654.8,139.8,1.23
McFaddin,Willow-Barnet,SET 3,267,1,913,2016-03-28,396,654.8,137.8,1.82
McFaddin,Willow-Barnet,SET 3,267,1,913,2016-10-04,422,654.8,163.8,2.34
McFaddin,Willow-Barnet,SET 3,267,1,913,2017-07-26,449,654.8,190.8,3.14
McFaddin,Willow-Barnet,SET 3,267,1,913,2017-11-06,455,654.8,196.8,3.43
McFaddin,Willow-Barnet,SET 3,267,1,913,2018-04-25,423,654.8,164.8,3.89
McFaddin,Willow-Barnet,SET 3,267,1,913,2018-11-21,373,654.8,114.8,4.47
McFaddin,Willow-Barnet,SET 3,267,1,913,2019-04-15,454,654.8,195.8,4.86
McFaddin,Willow-Barnet,SET 3,267,1,913,2019-11-21,487,654.8,228.8,5.46
McFaddin,Willow-Barnet,SET 3,4,2,916,2014-06-04,416,654.8,154.8,0.00
McFaddin,Willow-Barnet,SET 3,4,2,916,2014-11-18,425,654.8,163.8,0.46
McFaddin,Willow-Barnet,SET 3,4,2,916,2015-04-21,421,654.8,159.8,0.88
McFaddin,Willow-Barnet,SET 3,4,2,916,2015-08-27,420,654.8,158.8,1.23
McFaddin,Willow-Barnet,SET 3,4,2,916,2016-03-28,423,654.8,161.8,1.82
McFaddin,Willow-Barnet,SET 3,4,2,916,2016-10-04,425,654.8,163.8,2.34
McFaddin,Willow-Barnet,SET 3,4,2,916,2017-07-26,418,654.8,156.8,3.14
McFaddin,Willow-Barnet,SET 3,4,2,916,2017-11-06,419,654.8,157.8,3.43
McFaddin,Willow-Barnet,SET 3,4,2,916,2018-04-25,437,654.8,175.8,3.89
McFaddin,Willow-Barnet,SET 3,4,2,916,2018-11-21,421,654.8,159.8,4.47
McFaddin,Willow-Barnet,SET 3,4,2,916,2019-04-15,436,654.8,174.8,4.86
McFaddin,Willow-Barnet,SET 3,4,2,916,2019-11-21,441,654.8,179.8,5.46
McFaddin,Willow-Barnet,SET 3,96,2,916,2014-06-04,428,654.8,166.8,0.00
McFaddin,Willow-Barnet,SET 3,96,2,916,2014-11-18,431,654.8,169.8,0.46
McFaddin,Willow-Barnet,SET 3,96,2,916,2015-04-21,359,654.8,97.8,0.88
McFaddin,Willow-Barnet,SET 3,96,2,916,2015-08-27,367,654.8,105.8,1.23
McFaddin,Willow-Barnet,SET 3,96,2,916,2016-03-28,395,654.8,133.8,1.82
McFaddin,Willow-Barnet,SET 3,96,2,916,2016-10-04,423,654.8,161.8,2.34
McFaddin,Willow-Barnet,SET 3,96,2,916,2017-07-26,415,654.8,153.8,3.14
McFaddin,Willow-Barnet,SET 3,96,2,916,2017-11-06,432,654.8,170.8,3.43
McFaddin,Willow-Barnet,SET 3,96,2,916,2018-04-25,426,654.8,164.8,3.89
McFaddin,Willow-Barnet,SET 3,96,2,916,2018-11-21,410,654.8,148.8,4.47
McFaddin,Willow-Barnet,SET 3,96,2,916,2019-04-15,431,654.8,169.8,4.86
McFaddin,Willow-Barnet,SET 3,96,2,916,2019-11-21,426,654.8,164.8,5.46
McFaddin,Willow-Barnet,SET 3,180,2,916,2014-06-04,413,654.8,151.8,0.00
McFaddin,Willow-Barnet,SET 3,180,2,916,2014-11-18,398,654.8,136.8,0.46
McFaddin,Willow-Barnet,SET 3,180,2,916,2015-04-21,438,654.8,176.8,0.88
McFaddin,Willow-Barnet,SET 3,180,2,916,2015-08-27,401,654.8,139.8,1.23
McFaddin,Willow-Barnet,SET 3,180,2,916,2016-03-28,407,654.8,145.8,1.82
McFaddin,Willow-Barnet,SET 3,180,2,916,2016-10-04,421,654.8,159.8,2.34
McFaddin,Willow-Barnet,SET 3,180,2,916,2017-07-26,459,654.8,197.8,3.14
McFaddin,Willow-Barnet,SET 3,180,2,916,2017-11-06,462,654.8,200.8,3.43
McFaddin,Willow-Barnet,SET 3,180,2,916,2018-04-25,433,654.8,171.8,3.89
McFaddin,Willow-Barnet,SET 3,180,2,916,2018-11-21,394,654.8,132.8,4.47
McFaddin,Willow-Barnet,SET 3,180,2,916,2019-04-15,439,654.8,177.8,4.86
McFaddin,Willow-Barnet,SET 3,180,2,916,2019-11-21,445,654.8,183.8,5.46
McFaddin,Willow-Barnet,SET 3,267,2,916,2014-06-04,414,654.8,152.8,0.00
McFaddin,Willow-Barnet,SET 3,267,2,916,2014-11-18,416,654.8,154.8,0.46
McFaddin,Willow-Barnet,SET 3,267,2,916,2015-04-21,394,654.8,132.8,0.88
McFaddin,Willow-Barnet,SET 3,267,2,916,2015-08-27,396,654.8,134.8,1.23
McFaddin,Willow-Barnet,SET 3,267,2,916,2016-03-28,393,654.8,131.8,1.82
McFaddin,Willow-Barnet,SET 3,267,2,916,2016-10-04,414,654.8,152.8,2.34
McFaddin,Willow-Barnet,SET 3,267,2,916,2017-07-26,451,654.8,189.8,3.14
McFaddin,Willow-Barnet,SET 3,267,2,916,2017-11-06,498,654.8,236.8,3.43
McFaddin,Willow-Barnet,SET 3,267,2,916,2018-04-25,440,654.8,178.8,3.89
McFaddin,Willow-Barnet,SET 3,267,2,916,2018-11-21,378,654.8,116.8,4.47
McFaddin,Willow-Barnet,SET 3,267,2,916,2019-04-15,470,654.8,208.8,4.86
McFaddin,Willow-Barnet,SET 3,267,2,916,2019-11-21,437,654.8,175.8,5.46
McFaddin,Willow-Barnet,SET 3,4,3,915,2014-06-04,430,654.8,169.8,0.00
McFaddin,Willow-Barnet,SET 3,4,3,915,2014-11-18,426,654.8,165.8,0.46
McFaddin,Willow-Barnet,SET 3,4,3,915,2015-04-21,447,654.8,186.8,0.88
McFaddin,Willow-Barnet,SET 3,4,3,915,2015-08-27,447,654.8,186.8,1.23
McFaddin,Willow-Barnet,SET 3,4,3,915,2016-03-28,444,654.8,183.8,1.82
McFaddin,Willow-Barnet,SET 3,4,3,915,2016-10-04,429,654.8,168.8,2.34
McFaddin,Willow-Barnet,SET 3,4,3,915,2017-07-26,426,654.8,165.8,3.14
McFaddin,Willow-Barnet,SET 3,4,3,915,2017-11-06,414,654.8,153.8,3.43
McFaddin,Willow-Barnet,SET 3,4,3,915,2018-04-25,430,654.8,169.8,3.89
McFaddin,Willow-Barnet,SET 3,4,3,915,2018-11-21,426,654.8,165.8,4.47
McFaddin,Willow-Barnet,SET 3,4,3,915,2019-04-15,433,654.8,172.8,4.86
McFaddin,Willow-Barnet,SET 3,4,3,915,2019-11-21,433,654.8,172.8,5.46
McFaddin,Willow-Barnet,SET 3,96,3,914,2014-06-04,400,654.8,140.8,0.00
McFaddin,Willow-Barnet,SET 3,96,3,914,2014-11-18,395,654.8,135.8,0.46
McFaddin,Willow-Barnet,SET 3,96,3,914,2015-04-21,394,654.8,134.8,0.88
McFaddin,Willow-Barnet,SET 3,96,3,914,2015-08-27,393,654.8,133.8,1.23
McFaddin,Willow-Barnet,SET 3,96,3,914,2016-03-28,412,654.8,152.8,1.82
McFaddin,Willow-Barnet,SET 3,96,3,914,2016-10-04,405,654.8,145.8,2.34
McFaddin,Willow-Barnet,SET 3,96,3,914,2017-07-26,415,654.8,155.8,3.14
McFaddin,Willow-Barnet,SET 3,96,3,914,2017-11-06,399,654.8,139.8,3.43
McFaddin,Willow-Barnet,SET 3,96,3,914,2018-04-25,408,654.8,148.8,3.89
McFaddin,Willow-Barnet,SET 3,96,3,914,2018-11-21,408,654.8,148.8,4.47
McFaddin,Willow-Barnet,SET 3,96,3,914,2019-04-15,402,654.8,142.8,4.86
McFaddin,Willow-Barnet,SET 3,96,3,914,2019-11-21,403,654.8,143.8,5.46
McFaddin,Willow-Barnet,SET 3,180,3,914,2014-06-04,403,654.8,143.8,0.00
McFaddin,Willow-Barnet,SET 3,180,3,914,2014-11-18,405,654.8,145.8,0.46
McFaddin,Willow-Barnet,SET 3,180,3,914,2015-04-21,405,654.8,145.8,0.88
McFaddin,Willow-Barnet,SET 3,180,3,914,2015-08-27,396,654.8,136.8,1.23
McFaddin,Willow-Barnet,SET 3,180,3,914,2016-03-28,397,654.8,137.8,1.82
McFaddin,Willow-Barnet,SET 3,180,3,914,2016-10-04,412,654.8,152.8,2.34
McFaddin,Willow-Barnet,SET 3,180,3,914,2017-07-26,462,654.8,202.8,3.14
McFaddin,Willow-Barnet,SET 3,180,3,914,2017-11-06,465,654.8,205.8,3.43
McFaddin,Willow-Barnet,SET 3,180,3,914,2018-04-25,443,654.8,183.8,3.89
McFaddin,Willow-Barnet,SET 3,180,3,914,2018-11-21,410,654.8,150.8,4.47
McFaddin,Willow-Barnet,SET 3,180,3,914,2019-04-15,447,654.8,187.8,4.86
McFaddin,Willow-Barnet,SET 3,180,3,914,2019-11-21,458,654.8,198.8,5.46
McFaddin,Willow-Barnet,SET 3,267,3,915,2014-06-04,420,654.8,159.8,0.00
McFaddin,Willow-Barnet,SET 3,267,3,915,2014-11-18,424,654.8,163.8,0.46
McFaddin,Willow-Barnet,SET 3,267,3,915,2015-04-21,414,654.8,153.8,0.88
McFaddin,Willow-Barnet,SET 3,267,3,915,2015-08-27,406,654.8,145.8,1.23
McFaddin,Willow-Barnet,SET 3,267,3,915,2016-03-28,402,654.8,141.8,1.82
McFaddin,Willow-Barnet,SET 3,267,3,915,2016-10-04,418,654.8,157.8,2.34
McFaddin,Willow-Barnet,SET 3,267,3,915,2017-07-26,447,654.8,186.8,3.14
McFaddin,Willow-Barnet,SET 3,267,3,915,2017-11-06,427,654.8,166.8,3.43
McFaddin,Willow-Barnet,SET 3,267,3,915,2018-04-25,434,654.8,173.8,3.89
McFaddin,Willow-Barnet,SET 3,267,3,915,2018-11-21,388,654.8,127.8,4.47
McFaddin,Willow-Barnet,SET 3,267,3,915,2019-04-15,449,654.8,188.8,4.86
McFaddin,Willow-Barnet,SET 3,267,3,915,2019-11-21,458,654.8,197.8,5.46
McFaddin,Willow-Barnet,SET 3,4,4,915,2014-06-04,429,654.8,168.8,0.00
McFaddin,Willow-Barnet,SET 3,4,4,915,2014-11-18,432,654.8,171.8,0.46
McFaddin,Willow-Barnet,SET 3,4,4,915,2015-04-21,452,654.8,191.8,0.88
McFaddin,Willow-Barnet,SET 3,4,4,915,2015-08-27,441,654.8,180.8,1.23
McFaddin,Willow-Barnet,SET 3,4,4,915,2016-03-28,436,654.8,175.8,1.82
McFaddin,Willow-Barnet,SET 3,4,4,915,2016-10-04,440,654.8,179.8,2.34
McFaddin,Willow-Barnet,SET 3,4,4,915,2017-07-26,423,654.8,162.8,3.14
McFaddin,Willow-Barnet,SET 3,4,4,915,2017-11-06,410,654.8,149.8,3.43
McFaddin,Willow-Barnet,SET 3,4,4,915,2018-04-25,429,654.8,168.8,3.89
McFaddin,Willow-Barnet,SET 3,4,4,915,2018-11-21,417,654.8,156.8,4.47
McFaddin,Willow-Barnet,SET 3,4,4,915,2019-04-15,427,654.8,166.8,4.86
McFaddin,Willow-Barnet,SET 3,4,4,915,2019-11-21,437,654.8,176.8,5.46
McFaddin,Willow-Barnet,SET 3,96,4,915,2014-06-04,417,654.8,156.8,0.00
McFaddin,Willow-Barnet,SET 3,96,4,915,2014-11-18,450,654.8,189.8,0.46
McFaddin,Willow-Barnet,SET 3,96,4,915,2015-04-21,415,654.8,154.8,0.88
McFaddin,Willow-Barnet,SET 3,96,4,915,2015-08-27,421,654.8,160.8,1.23
McFaddin,Willow-Barnet,SET 3,96,4,915,2016-03-28,424,654.8,163.8,1.82
McFaddin,Willow-Barnet,SET 3,96,4,915,2016-10-04,416,654.8,155.8,2.34
McFaddin,Willow-Barnet,SET 3,96,4,915,2017-07-26,411,654.8,150.8,3.14
McFaddin,Willow-Barnet,SET 3,96,4,915,2017-11-06,400,654.8,139.8,3.43
McFaddin,Willow-Barnet,SET 3,96,4,915,2018-04-25,409,654.8,148.8,3.89
McFaddin,Willow-Barnet,SET 3,96,4,915,2018-11-21,406,654.8,145.8,4.47
McFaddin,Willow-Barnet,SET 3,96,4,915,2019-04-15,416,654.8,155.8,4.86
McFaddin,Willow-Barnet,SET 3,96,4,915,2019-11-21,400,654.8,139.8,5.46
McFaddin,Willow-Barnet,SET 3,180,4,915,2014-06-04,418,654.8,157.8,0.00
McFaddin,Willow-Barnet,SET 3,180,4,915,2014-11-18,416,654.8,155.8,0.46
McFaddin,Willow-Barnet,SET 3,180,4,915,2015-04-21,429,654.8,168.8,0.88
McFaddin,Willow-Barnet,SET 3,180,4,915,2015-08-27,401,654.8,140.8,1.23
McFaddin,Willow-Barnet,SET 3,180,4,915,2016-03-28,417,654.8,156.8,1.82
McFaddin,Willow-Barnet,SET 3,180,4,915,2016-10-04,427,654.8,166.8,2.34
McFaddin,Willow-Barnet,SET 3,180,4,915,2017-07-26,433,654.8,172.8,3.14
McFaddin,Willow-Barnet,SET 3,180,4,915,2017-11-06,448,654.8,187.8,3.43
McFaddin,Willow-Barnet,SET 3,180,4,915,2018-04-25,426,654.8,165.8,3.89
McFaddin,Willow-Barnet,SET 3,180,4,915,2018-11-21,391,654.8,130.8,4.47
McFaddin,Willow-Barnet,SET 3,180,4,915,2019-04-15,NA,654.8,NA,4.86
McFaddin,Willow-Barnet,SET 3,180,4,915,2019-11-21,428,654.8,167.8,5.46
McFaddin,Willow-Barnet,SET 3,267,4,915,2014-06-04,415,654.8,154.8,0.00
McFaddin,Willow-Barnet,SET 3,267,4,915,2014-11-18,422,654.8,161.8,0.46
McFaddin,Willow-Barnet,SET 3,267,4,915,2015-04-21,424,654.8,163.8,0.88
McFaddin,Willow-Barnet,SET 3,267,4,915,2015-08-27,426,654.8,165.8,1.23
McFaddin,Willow-Barnet,SET 3,267,4,915,2016-03-28,424,654.8,163.8,1.82
McFaddin,Willow-Barnet,SET 3,267,4,915,2016-10-04,429,654.8,168.8,2.34
McFaddin,Willow-Barnet,SET 3,267,4,915,2017-07-26,436,654.8,175.8,3.14
McFaddin,Willow-Barnet,SET 3,267,4,915,2017-11-06,424,654.8,163.8,3.43
